chemicalId,geneId,chemicalName,geneSymbol,interactionCount,pubmedCount,organisms,organismIds,geneForms,interactionActions
MESH:C472829,4780,"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",NFE2L2,3,3,Homo sapiens,9606,protein,affects^localization|increases^activity|increases^expression
MESH:C031763,2052,"1,3-butadiene",EPHX1,4,3,Homo sapiens,9606,5' UTR|gene,increases^reaction|increases^response to substance
MESH:C038983,6347,"1,3-dimethylthiourea",CCL2,3,3,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^expression
MESH:C038983,3576,"1,3-dimethylthiourea",CXCL8,4,4,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^expression|increases^secretion
MESH:C038983,7124,"1,3-dimethylthiourea",TNF,7,4,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression
MESH:C028474,9970,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",NR1I3,16,9,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|affects^reaction|decreases^activity|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:C097240,836,"15-deoxy-delta(12,14)-prostaglandin J2",CASP3,3,3,Homo sapiens,9606,protein,increases^activity|increases^cleavage
MESH:C097240,3576,"15-deoxy-delta(12,14)-prostaglandin J2",CXCL8,5,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^degradation|decreases^reaction|increases^expression|increases^reaction
MESH:C097240,3162,"15-deoxy-delta(12,14)-prostaglandin J2",HMOX1,12,3,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^abundance|increases^activity|increases^expression|increases^reaction
MESH:C097240,3553,"15-deoxy-delta(12,14)-prostaglandin J2",IL1B,15,3,Homo sapiens,9606,mRNA|protein,affects^binding|affects^localization|decreases^abundance|decreases^activity|decreases^reaction|increases^abundance|increases^activity|increases^expression|increases^reaction
MESH:C097240,5468,"15-deoxy-delta(12,14)-prostaglandin J2",PPARG,14,20,Homo sapiens,9606,mRNA|protein,affects^binding|affects^expression|affects^localization|affects^reaction|decreases^activity|decreases^expression|decreases^reaction|decreases^response to substance|increases^activity|increases^expression|increases^localization|increases^reaction
MESH:C097240,5743,"15-deoxy-delta(12,14)-prostaglandin J2",PTGS2,3,3,Homo sapiens,9606,mRNA,decreases^reaction|increases^expression
MESH:C097240,5970,"15-deoxy-delta(12,14)-prostaglandin J2",RELA,4,3,Homo sapiens,9606,protein,affects^binding|affects^localization|decreases^activity|decreases^reaction|increases^activity
MESH:D015655,207,1-Methyl-4-phenylpyridinium,AKT1,7,3,Homo sapiens,9606,mRNA|protein,affects^expression|affects^reaction|decreases^phosphorylation|decreases^reaction|increases^phosphorylation
MESH:D015655,581,1-Methyl-4-phenylpyridinium,BAX,39,26,Homo sapiens,9606,mRNA|protein,affects^expression|affects^reaction|affects^response to substance|decreases^reaction|increases^cleavage|increases^expression|increases^reaction
MESH:D015655,596,1-Methyl-4-phenylpyridinium,BCL2,33,25,Homo sapiens,9606,mRNA|protein,affects^expression|affects^reaction|decreases^expression|decreases^reaction|increases^expression|increases^reaction
MESH:D015655,598,1-Methyl-4-phenylpyridinium,BCL2L1,3,3,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression
MESH:D015655,627,1-Methyl-4-phenylpyridinium,BDNF,4,3,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression
MESH:D015655,836,1-Methyl-4-phenylpyridinium,CASP3,76,46,Homo sapiens,9606,mRNA|protein,affects^cleavage|affects^expression|affects^reaction|affects^response to substance|decreases^expression|decreases^reaction|increases^activity|increases^cleavage|increases^expression|increases^reaction
MESH:D015655,2668,1-Methyl-4-phenylpyridinium,GDNF,10,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^response to substance
MESH:D015655,2876,1-Methyl-4-phenylpyridinium,GPX1,7,3,Homo sapiens,9606,protein,decreases^expression|decreases^reaction|increases^activity|increases^reaction
MESH:D015655,2932,1-Methyl-4-phenylpyridinium,GSK3B,7,4,Homo sapiens,9606,mRNA|protein,decreases^phosphorylation|decreases^reaction|increases^activity|increases^cleavage|increases^expression|increases^phosphorylation|increases^reaction
MESH:D015655,3091,1-Methyl-4-phenylpyridinium,HIF1A,5,4,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^expression|decreases^reaction|increases^expression
MESH:D015655,3162,1-Methyl-4-phenylpyridinium,HMOX1,18,6,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^abundance|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression|increases^reaction
MESH:D015655,3309,1-Methyl-4-phenylpyridinium,HSPA5,3,3,Homo sapiens,9606,protein,decreases^reaction|increases^expression
MESH:D015655,3553,1-Methyl-4-phenylpyridinium,IL1B,44,15,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^reaction|increases^cleavage|increases^expression|increases^reaction|increases^secretion
MESH:D015655,3569,1-Methyl-4-phenylpyridinium,IL6,44,14,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^reaction|decreases^response to substance|increases^expression|increases^reaction|increases^secretion
MESH:D015655,3725,1-Methyl-4-phenylpyridinium,JUN,6,3,Homo sapiens,9606,mRNA|protein,affects^binding|decreases^reaction|increases^expression|increases^phosphorylation|increases^reaction
MESH:D015655,120892,1-Methyl-4-phenylpyridinium,LRRK2,13,4,Homo sapiens,9606,gene|mRNA|protein,affects^reaction|decreases^reaction|increases^activity|increases^expression|increases^reaction|increases^response to substance
MESH:D015655,5594,1-Methyl-4-phenylpyridinium,MAPK1,12,5,Homo sapiens,9606,protein,decreases^phosphorylation|decreases^reaction|increases^phosphorylation|increases^reaction
MESH:D015655,5595,1-Methyl-4-phenylpyridinium,MAPK3,12,5,Homo sapiens,9606,protein,decreases^phosphorylation|decreases^reaction|increases^phosphorylation|increases^reaction
MESH:D015655,2475,1-Methyl-4-phenylpyridinium,MTOR,4,3,Homo sapiens,9606,protein,affects^reaction|decreases^phosphorylation|increases^phosphorylation
MESH:D015655,4609,1-Methyl-4-phenylpyridinium,MYC,3,3,Homo sapiens,9606,mRNA|protein,decreases^expression|increases^expression|increases^import
MESH:D015655,142,1-Methyl-4-phenylpyridinium,PARP1,9,8,Homo sapiens,9606,protein,decreases^reaction|increases^cleavage|increases^expression
MESH:D015655,65018,1-Methyl-4-phenylpyridinium,PINK1,5,4,Homo sapiens,9606,gene|protein,affects^reaction|affects^response to substance|increases^expression|increases^response to substance
MESH:D015655,5468,1-Methyl-4-phenylpyridinium,PPARG,6,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|decreases^expression|decreases^reaction|increases^expression
MESH:D015655,5970,1-Methyl-4-phenylpyridinium,RELA,13,4,Homo sapiens,9606,protein,affects^localization|affects^reaction|decreases^activity|decreases^reaction|increases^expression|increases^phosphorylation
MESH:D015655,23411,1-Methyl-4-phenylpyridinium,SIRT1,7,4,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^activity|decreases^expression|decreases^reaction|increases^expression
MESH:D015655,6531,1-Methyl-4-phenylpyridinium,SLC6A3,13,8,Homo sapiens,9606,protein,affects^binding|affects^reaction|affects^response to substance|decreases^activity|decreases^expression|decreases^reaction|decreases^response to substance|increases^reaction|increases^response to substance|increases^uptake
MESH:D015655,6622,1-Methyl-4-phenylpyridinium,SNCA,26,15,Homo sapiens,9606,mRNA|promoter|protein,affects^binding|affects^reaction|affects^response to substance|affects^uptake|decreases^methylation|decreases^reaction|increases^expression|increases^phosphorylation|increases^reaction|increases^response to substance
MESH:D015655,6647,1-Methyl-4-phenylpyridinium,SOD1,10,3,Homo sapiens,9606,protein,decreases^activity|decreases^expression|decreases^reaction|decreases^response to substance|increases^reaction
MESH:D015655,6648,1-Methyl-4-phenylpyridinium,SOD2,6,4,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^activity
MESH:D015655,6774,1-Methyl-4-phenylpyridinium,STAT3,11,3,Homo sapiens,9606,mRNA|protein,decreases^phosphorylation|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:D015655,7054,1-Methyl-4-phenylpyridinium,TH,7,4,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression
MESH:D015655,7124,1-Methyl-4-phenylpyridinium,TNF,39,16,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^reaction|increases^expression|increases^reaction|increases^secretion
MESH:D015655,7157,1-Methyl-4-phenylpyridinium,TP53,7,5,Homo sapiens,9606,mRNA|protein,affects^expression|affects^reaction|affects^response to substance|decreases^expression|decreases^reaction|increases^expression
MESH:C032668,3576,1-nitropyrene,CXCL8,8,8,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression|increases^reaction|increases^secretion
MESH:C032668,1543,1-nitropyrene,CYP1A1,6,3,Homo sapiens,9606,mRNA|protein,affects^response to substance|decreases^reaction|decreases^response to substance|increases^activity|increases^degradation|increases^expression
MESH:C032668,1545,1-nitropyrene,CYP1B1,7,3,Homo sapiens,9606,mRNA|protein,decreases^expression|increases^expression|increases^metabolic processing|increases^phosphorylation|increases^reaction
MESH:C032668,7124,1-nitropyrene,TNF,4,5,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^expression|increases^secretion
MESH:C552597,1268,1-pentyl-3-(1-naphthoyl)indole,CNR1,11,7,Homo sapiens,9606,protein,affects^binding|decreases^reaction|increases^activity|increases^chemical synthesis|increases^reaction
MESH:C552597,1269,1-pentyl-3-(1-naphthoyl)indole,CNR2,12,7,Homo sapiens,9606,protein,affects^binding|decreases^reaction|increases^activity|increases^chemical synthesis|increases^reaction
MESH:C552888,8989,"2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)-N-(4-isopropylphenyl)acetamide",TRPA1,7,4,Homo sapiens,9606,protein,decreases^activity|decreases^reaction|increases^activity
MESH:C532162,207,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",AKT1,18,23,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|affects^reaction|affects^response to substance|decreases^phosphorylation|decreases^reaction|decreases^response to substance|increases^phosphorylation|increases^reaction|increases^response to substance
MESH:C532162,836,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",CASP3,8,5,Homo sapiens,9606,protein,affects^cotreatment|decreases^reaction|increases^activity|increases^cleavage|increases^reaction
MESH:C532162,595,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",CCND1,10,8,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^expression|increases^reaction|increases^response to substance
MESH:C532162,1027,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",CDKN1B,10,6,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|increases^expression|increases^reaction|increases^response to substance
MESH:C532162,2065,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",ERBB3,6,4,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^response to substance|increases^expression|increases^phosphorylation|increases^reaction|increases^response to substance
MESH:C532162,2309,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",FOXO3,3,3,Homo sapiens,9606,mRNA|protein,decreases^phosphorylation|increases^expression|increases^response to substance
MESH:C532162,2932,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",GSK3B,4,5,Homo sapiens,9606,protein,decreases^phosphorylation|increases^response to substance
MESH:C532162,5594,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",MAPK1,3,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^phosphorylation|increases^activity|increases^reaction
MESH:C532162,5595,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",MAPK3,3,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^phosphorylation|increases^activity|increases^reaction
MESH:C532162,142,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",PARP1,9,7,Homo sapiens,9606,protein,increases^cleavage|increases^reaction|increases^response to substance
MESH:C532162,5290,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",PIK3CA,490,5,Homo sapiens,9606,gene|protein,affects^binding|affects^cotreatment|decreases^activity|decreases^expression|decreases^phosphorylation|decreases^reaction|decreases^response to substance|increases^cleavage|increases^expression|increases^reaction|increases^response to substance
MESH:C532162,5728,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",PTEN,14,5,Homo sapiens,9606,gene|protein,affects^cotreatment|decreases^phosphorylation|decreases^response to substance|increases^cleavage|increases^reaction|increases^response to substance
MESH:C548651,196,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,AHR,7,10,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|affects^expression|affects^reaction|decreases^expression|decreases^reaction|increases^expression
MESH:C548651,1543,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,CYP1A1,14,12,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:C548651,1545,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,CYP1B1,4,5,Homo sapiens,9606,mRNA|protein,affects^cotreatment|increases^activity|increases^expression
MESH:C548651,3586,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,IL10,4,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|affects^secretion|increases^expression
MESH:C548651,3605,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,IL17A,3,4,Homo sapiens,9606,mRNA|protein,affects^expression|affects^secretion
MESH:C511295,367,"2,2',4,4'-tetrabromodiphenyl ether",AR,3,4,Homo sapiens,9606,protein,affects^binding|decreases^activity|decreases^reaction|increases^activity
MESH:C511295,596,"2,2',4,4'-tetrabromodiphenyl ether",BCL2,4,3,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^expression|increases^expression
MESH:C511295,3576,"2,2',4,4'-tetrabromodiphenyl ether",CXCL8,7,4,Homo sapiens,9606,mRNA|protein,decreases^reaction|decreases^secretion|increases^abundance|increases^expression|increases^reaction|increases^secretion
MESH:C511295,1588,"2,2',4,4'-tetrabromodiphenyl ether",CYP19A1,4,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^activity|increases^expression
MESH:C511295,1543,"2,2',4,4'-tetrabromodiphenyl ether",CYP1A1,4,4,Homo sapiens,9606,mRNA,affects^cotreatment|decreases^expression|increases^expression
MESH:C511295,1555,"2,2',4,4'-tetrabromodiphenyl ether",CYP2B6,6,4,Homo sapiens,9606,mRNA|protein,affects^expression|increases^activity|increases^chemical synthesis|increases^expression|increases^metabolic processing
MESH:C511295,2099,"2,2',4,4'-tetrabromodiphenyl ether",ESR1,5,5,Homo sapiens,9606,protein,affects^binding|decreases^activity|decreases^expression|decreases^reaction|increases^activity
MESH:C511295,3569,"2,2',4,4'-tetrabromodiphenyl ether",IL6,10,5,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression|increases^secretion
MESH:C511295,4312,"2,2',4,4'-tetrabromodiphenyl ether",MMP1,3,3,Homo sapiens,9606,mRNA|protein,increases^expression|increases^secretion
MESH:C511295,4318,"2,2',4,4'-tetrabromodiphenyl ether",MMP9,6,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^reaction|decreases^secretion|increases^abundance|increases^expression
MESH:C511295,4790,"2,2',4,4'-tetrabromodiphenyl ether",NFKB1,3,3,Homo sapiens,9606,mRNA|protein,decreases^expression|increases^expression
MESH:C511295,5241,"2,2',4,4'-tetrabromodiphenyl ether",PGR,5,3,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|decreases^activity|decreases^reaction|increases^expression
MESH:C511295,5468,"2,2',4,4'-tetrabromodiphenyl ether",PPARG,7,5,Homo sapiens,9606,mRNA|protein,affects^binding|increases^activity|increases^expression
MESH:C511295,5743,"2,2',4,4'-tetrabromodiphenyl ether",PTGS2,3,3,Homo sapiens,9606,mRNA|protein,decreases^expression|increases^expression
MESH:C511295,7068,"2,2',4,4'-tetrabromodiphenyl ether",THRB,3,3,Homo sapiens,9606,mRNA|protein,affects^binding|affects^reaction|decreases^reaction|increases^expression
MESH:C511295,7124,"2,2',4,4'-tetrabromodiphenyl ether",TNF,9,5,Homo sapiens,9606,mRNA|promoter|protein,affects^cotreatment|affects^reaction|decreases^expression|decreases^methylation|decreases^reaction|increases^expression|increases^secretion
MESH:C511295,7515,"2,2',4,4'-tetrabromodiphenyl ether",XRCC1,5,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^abundance
MESH:C093973,196,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,AHR,8,4,Homo sapiens,9606,protein,affects^binding|affects^localization|decreases^activity|decreases^reaction|increases^expression|increases^reaction
MESH:C093973,207,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,AKT1,7,4,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^activity|increases^phosphorylation|increases^reaction
MESH:C093973,351,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,APP,4,3,Homo sapiens,9606,mRNA|protein,affects^binding|decreases^phosphorylation|decreases^reaction|increases^degradation|increases^expression
MESH:C093973,581,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,BAX,6,5,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^expression|increases^reaction
MESH:C093973,596,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,BCL2,7,5,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^expression|decreases^phosphorylation|decreases^reaction|increases^phosphorylation|increases^reaction|increases^response to substance
MESH:C093973,8678,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,BECN1,3,3,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^activity|increases^expression|increases^phosphorylation
MESH:C093973,332,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,BIRC5,3,3,Homo sapiens,9606,protein,decreases^expression|decreases^reaction
MESH:C093973,836,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CASP3,30,19,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^reaction|decreases^activity|decreases^expression|decreases^reaction|increases^activity|increases^cleavage|increases^expression|increases^reaction
MESH:C093973,841,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CASP8,5,4,Homo sapiens,9606,protein,affects^binding|decreases^reaction|increases^activity|increases^cleavage|increases^phosphorylation|increases^reaction
MESH:C093973,6347,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CCL2,12,5,Homo sapiens,9606,mRNA|protein,decreases^reaction|decreases^secretion|increases^expression|increases^reaction|increases^secretion
MESH:C093973,595,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CCND1,10,9,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^phosphorylation|decreases^reaction|increases^abundance|increases^expression|increases^phosphorylation
MESH:C093973,999,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CDH1,6,4,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^expression
MESH:C093973,1026,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CDKN1A,16,11,Homo sapiens,9606,mRNA|protein,affects^localization|decreases^reaction|increases^expression|increases^phosphorylation|increases^reaction
MESH:C093973,1080,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CFTR,4,3,Homo sapiens,9606,protein,affects^localization|decreases^expression|decreases^reaction|increases^activity|increases^expression
MESH:C093973,1277,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,COL1A1,4,3,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^expression|decreases^reaction|increases^expression|increases^phosphorylation
MESH:C093973,1385,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CREB1,6,5,Homo sapiens,9606,protein,decreases^phosphorylation|decreases^reaction|increases^phosphorylation
MESH:C093973,1392,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CRH,3,3,Homo sapiens,9606,mRNA,decreases^reaction|increases^expression
MESH:C093973,3576,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CXCL8,50,31,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^reaction|decreases^response to substance|decreases^secretion|increases^expression|increases^phosphorylation|increases^reaction|increases^secretion
MESH:C093973,1588,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CYP19A1,6,4,Homo sapiens,9606,mRNA|protein,affects^expression|affects^reaction|decreases^reaction|increases^activity|increases^expression
MESH:C093973,1543,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CYP1A1,7,6,Homo sapiens,9606,enhancer|mRNA|protein,affects^binding|decreases^reaction|increases^expression
MESH:C093973,1545,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,CYP1B1,4,3,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^expression
MESH:C093973,1950,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,EGF,19,12,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^localization|decreases^reaction|increases^abundance|increases^activity|increases^expression|increases^phosphorylation|increases^reaction|increases^secretion
MESH:C093973,1958,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,EGR1,9,8,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^activity|increases^expression
MESH:C093973,2099,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,ESR1,9,4,Homo sapiens,9606,mRNA|protein,affects^activity|affects^localization|decreases^expression|decreases^reaction|increases^activity|increases^phosphorylation|increases^reaction
MESH:C093973,2152,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,F3,4,4,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression
MESH:C093973,2353,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,FOS,25,18,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^localization|decreases^phosphorylation|decreases^reaction|increases^expression|increases^phosphorylation
MESH:C093973,3091,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,HIF1A,10,9,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^activity|increases^expression
MESH:C093973,3162,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,HMOX1,27,21,Homo sapiens,9606,mRNA|protein,affects^activity|affects^cotreatment|decreases^abundance|decreases^expression|decreases^reaction|decreases^response to substance|increases^activity|increases^expression|increases^reaction
MESH:C093973,3458,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,IFNG,8,5,Homo sapiens,9606,protein,affects^cotreatment|decreases^phosphorylation|decreases^reaction|decreases^response to substance|increases^chemical synthesis|increases^expression|increases^reaction|increases^secretion
MESH:C093973,3479,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,IGF1,7,4,Homo sapiens,9606,protein,affects^cotreatment|decreases^reaction|increases^activity|increases^phosphorylation|increases^reaction
MESH:C093973,3553,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,IL1B,41,20,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|affects^reaction|decreases^reaction|decreases^response to substance|increases^activity|increases^chemical synthesis|increases^expression|increases^phosphorylation|increases^secretion
MESH:C093973,3569,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,IL6,25,18,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^activity|decreases^reaction|decreases^response to substance|increases^expression|increases^secretion
MESH:C093973,3725,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,JUN,11,10,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^localization|decreases^reaction|increases^activity|increases^expression|increases^phosphorylation
MESH:C093973,354,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,KLK3,4,3,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|decreases^secretion|increases^expression
MESH:C093973,3952,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,LEP,9,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^activity|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression
MESH:C093973,5594,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,MAPK1,180,179,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|affects^localization|decreases^activity|decreases^expression|decreases^phosphorylation|decreases^reaction|decreases^response to substance|increases^abundance|increases^activity|increases^expression|increases^localization|increases^phosphorylation|increases^reaction|increases^secretion
MESH:C093973,5595,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,MAPK3,181,179,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|affects^localization|decreases^activity|decreases^expression|decreases^phosphorylation|decreases^reaction|decreases^response to substance|increases^abundance|increases^activity|increases^expression|increases^localization|increases^phosphorylation|increases^reaction|increases^secretion
MESH:C093973,4170,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,MCL1,4,4,Homo sapiens,9606,protein,decreases^expression|decreases^reaction|increases^expression|increases^phosphorylation
MESH:C093973,4312,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,MMP1,15,9,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^secretion
MESH:C093973,4313,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,MMP2,7,7,Homo sapiens,9606,protein,decreases^activity|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^secretion
MESH:C093973,4318,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,MMP9,26,25,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^activity|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^secretion
MESH:C093973,4609,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,MYC,3,3,Homo sapiens,9606,protein,decreases^expression|decreases^phosphorylation|decreases^reaction|increases^expression
MESH:C093973,4638,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,MYLK,3,3,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^expression|decreases^reaction|increases^expression
