geneId,diseaseId,geneSymbol,diseaseName,recordCount,pubmedCount,directEvidence,inferenceChemicalCount
10397,MESH:D009362,NDRG1,Neoplasm Metastasis,1,2,marker/mechanism|therapeutic,0
23327,MESH:D006973,NEDD4L,Hypertension,1,2,marker/mechanism,0
4763,MESH:D015470,NF1,"Leukemia, Myeloid, Acute",1,2,marker/mechanism,0
4763,MESH:D008545,NF1,Melanoma,1,2,marker/mechanism,0
4780,MESH:D002289,NFE2L2,"Carcinoma, Non-Small-Cell Lung",1,3,marker/mechanism,0
4780,MESH:D056486,NFE2L2,Chemical and Drug Induced Liver Injury,1,5,therapeutic,0
4780,MESH:D004195,NFE2L2,"Disease Models, Animal",1,2,marker/mechanism|therapeutic,0
4780,MESH:D008103,NFE2L2,Liver Cirrhosis,1,2,marker/mechanism|therapeutic,0
4780,MESH:D008113,NFE2L2,Liver Neoplasms,1,2,marker/mechanism|therapeutic,0
4780,MESH:D011471,NFE2L2,Prostatic Neoplasms,1,2,marker/mechanism,0
4780,MESH:D018487,NFE2L2,"Ventricular Dysfunction, Left",1,2,marker/mechanism|therapeutic,0
4790,MESH:D002471,NFKB1,"Cell Transformation, Neoplastic",1,2,marker/mechanism|therapeutic,0
4790,MESH:D003110,NFKB1,Colonic Neoplasms,1,2,marker/mechanism,0
4804,MESH:D011471,NGFR,Prostatic Neoplasms,1,2,marker/mechanism|therapeutic,0
7080,MESH:D006548,NKX2-1,"Hernia, Diaphragmatic",1,2,marker/mechanism,0
4824,MESH:D011471,NKX3-1,Prostatic Neoplasms,1,5,marker/mechanism,0
114548,MESH:D055371,NLRP3,Acute Lung Injury,1,2,marker/mechanism,0
114548,MESH:D007249,NLRP3,Inflammation,1,2,marker/mechanism,0
4842,MESH:D006501,NOS1,Hepatic Encephalopathy,1,2,marker/mechanism,0
4842,MESH:D009410,NOS1,Nerve Degeneration,1,2,marker/mechanism,0
4843,MESH:D002545,NOS2,Brain Ischemia,1,2,marker/mechanism,0
4843,MESH:D002779,NOS2,Cholestasis,1,2,marker/mechanism,0
4843,MESH:D003092,NOS2,Colitis,1,2,marker/mechanism,0
4843,MESH:D003110,NOS2,Colonic Neoplasms,1,2,marker/mechanism,0
4843,MESH:D003921,NOS2,"Diabetes Mellitus, Experimental",1,2,marker/mechanism,0
4843,MESH:D006930,NOS2,Hyperalgesia,1,2,marker/mechanism,0
4843,MESH:D006973,NOS2,Hypertension,1,3,marker/mechanism,0
4843,MESH:D007249,NOS2,Inflammation,1,2,marker/mechanism,0
4843,MESH:D008175,NOS2,Lung Neoplasms,1,2,marker/mechanism,0
4843,MESH:D020149,NOS2,Manganese Poisoning,1,2,marker/mechanism,0
4843,MESH:D009203,NOS2,Myocardial Infarction,1,2,marker/mechanism,0
4843,MESH:D015428,NOS2,Myocardial Reperfusion Injury,1,5,marker/mechanism|therapeutic,0
4843,MESH:D009336,NOS2,Necrosis,1,2,marker/mechanism,0
4843,MESH:D015427,NOS2,Reperfusion Injury,1,4,marker/mechanism,0
4843,MESH:D018805,NOS2,Sepsis,1,2,marker/mechanism,0
4843,MESH:D013276,NOS2,Stomach Ulcer,1,3,marker/mechanism,0
4846,MESH:D000544,NOS3,Alzheimer Disease,1,2,marker/mechanism,0
4846,MESH:D050197,NOS3,Atherosclerosis,1,2,marker/mechanism|therapeutic,0
4846,MESH:D001943,NOS3,Breast Neoplasms,1,2,marker/mechanism,0
4846,MESH:D006332,NOS3,Cardiomegaly,1,4,marker/mechanism|therapeutic,0
4846,MESH:D002318,NOS3,Cardiovascular Diseases,1,2,marker/mechanism,0
4846,MESH:D003324,NOS3,Coronary Artery Disease,1,4,marker/mechanism,0
4846,MESH:D003921,NOS3,"Diabetes Mellitus, Experimental",1,8,marker/mechanism,0
4846,MESH:D003924,NOS3,"Diabetes Mellitus, Type 2",1,2,marker/mechanism,0
4846,MESH:D007172,NOS3,Erectile Dysfunction,1,2,marker/mechanism|therapeutic,0
4846,MESH:D005317,NOS3,Fetal Growth Retardation,1,2,marker/mechanism,0
4846,MESH:D006333,NOS3,Heart Failure,1,2,marker/mechanism,0
4846,MESH:D006548,NOS3,"Hernia, Diaphragmatic",1,2,marker/mechanism,0
4846,MESH:D006973,NOS3,Hypertension,1,5,marker/mechanism|therapeutic,0
4846,MESH:D007333,NOS3,Insulin Resistance,1,4,marker/mechanism|therapeutic,0
4846,MESH:D024821,NOS3,Metabolic Syndrome,1,3,marker/mechanism,0
4846,MESH:D009203,NOS3,Myocardial Infarction,1,2,marker/mechanism,0
4846,MESH:D011471,NOS3,Prostatic Neoplasms,1,3,marker/mechanism,0
4851,MESH:D001943,NOTCH1,Breast Neoplasms,1,2,marker/mechanism,0
50507,MESH:D006973,NOX4,Hypertension,1,3,marker/mechanism,0
4869,MESH:D015470,NPM1,"Leukemia, Myeloid, Acute",1,5,marker/mechanism,0
4869,MESH:D015473,NPM1,"Leukemia, Promyelocytic, Acute",1,2,marker/mechanism,0
4879,MESH:D006332,NPPB,Cardiomegaly,1,4,marker/mechanism,0
4879,MESH:D009202,NPPB,Cardiomyopathies,1,2,marker/mechanism,0
4879,MESH:D002311,NPPB,"Cardiomyopathy, Dilated",1,2,marker/mechanism|therapeutic,0
4879,MESH:D006333,NPPB,Heart Failure,1,13,marker/mechanism|therapeutic,0
4879,MESH:D006973,NPPB,Hypertension,1,5,marker/mechanism|therapeutic,0
4879,MESH:D006976,NPPB,"Hypertension, Pulmonary",1,2,marker/mechanism,0
4879,MESH:D007022,NPPB,Hypotension,1,2,marker/mechanism,0
4852,MESH:D000855,NPY,Anorexia,1,3,marker/mechanism,0
4852,MESH:D003866,NPY,Depressive Disorder,1,2,marker/mechanism|therapeutic,0
4852,MESH:D004827,NPY,Epilepsy,1,2,therapeutic,0
4852,MESH:D012640,NPY,Seizures,1,3,marker/mechanism|therapeutic,0
1728,MESH:D002289,NQO1,"Carcinoma, Non-Small-Cell Lung",1,2,marker/mechanism,0
1728,MESH:D008107,NQO1,Liver Diseases,1,2,marker/mechanism,0
1728,MESH:D009374,NQO1,"Neoplasms, Experimental",1,2,marker/mechanism|therapeutic,0
1728,MESH:D009784,NQO1,Occupational Diseases,1,4,marker/mechanism,0
1728,MESH:D054198,NQO1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,2,marker/mechanism,0
9971,MESH:D006528,NR1H4,"Carcinoma, Hepatocellular",1,2,marker/mechanism,0
9971,MESH:D002779,NR1H4,Cholestasis,1,3,marker/mechanism,0
9971,MESH:D004195,NR1H4,"Disease Models, Animal",1,2,marker/mechanism,0
9971,MESH:D008113,NR1H4,Liver Neoplasms,1,5,marker/mechanism,0
9971,MESH:D065626,NR1H4,Non-alcoholic Fatty Liver Disease,1,2,marker/mechanism,0
8856,MESH:D056486,NR1I2,Chemical and Drug Induced Liver Injury,1,2,marker/mechanism|therapeutic,0
8856,MESH:D006529,NR1I2,Hepatomegaly,1,4,marker/mechanism|therapeutic,0
9970,MESH:D056486,NR1I3,Chemical and Drug Induced Liver Injury,1,3,marker/mechanism|therapeutic,0
9970,MESH:D006529,NR1I3,Hepatomegaly,1,5,marker/mechanism|therapeutic,0
9970,MESH:D008113,NR1I3,Liver Neoplasms,1,5,marker/mechanism,0
9970,MESH:D008114,NR1I3,"Liver Neoplasms, Experimental",1,3,marker/mechanism,0
9970,MESH:D011230,NR1I3,Precancerous Conditions,1,2,marker/mechanism,0
2908,MESH:D019970,NR3C1,Cocaine-Related Disorders,1,2,marker/mechanism,0
2908,MESH:D006973,NR3C1,Hypertension,1,2,marker/mechanism,0
2908,MESH:D012559,NR3C1,Schizophrenia,1,2,marker/mechanism,0
4306,MESH:D006333,NR3C2,Heart Failure,1,2,marker/mechanism,0
4306,MESH:D009203,NR3C2,Myocardial Infarction,1,2,marker/mechanism,0
3084,MESH:D012559,NRG1,Schizophrenia,1,7,marker/mechanism,0
9378,MESH:D001321,NRXN1,Autistic Disorder,1,4,marker/mechanism,0
9378,MESH:D012559,NRXN1,Schizophrenia,1,3,marker/mechanism,0
100506658,MESH:D001943,OCLN,Breast Neoplasms,1,2,marker/mechanism,0
4953,MESH:D012878,ODC1,Skin Neoplasms,1,2,marker/mechanism,0
4968,MESH:D008175,OGG1,Lung Neoplasms,1,2,marker/mechanism|therapeutic,0
4968,MESH:D011471,OGG1,Prostatic Neoplasms,1,2,marker/mechanism,0
4986,MESH:D019970,OPRK1,Cocaine-Related Disorders,1,2,marker/mechanism,0
4986,MESH:D012640,OPRK1,Seizures,1,2,marker/mechanism|therapeutic,0
4986,MESH:D013375,OPRK1,Substance Withdrawal Syndrome,1,2,marker/mechanism,0
4988,MESH:D019970,OPRM1,Cocaine-Related Disorders,1,3,marker/mechanism,0
4988,MESH:D009437,OPRM1,Neuralgia,1,2,marker/mechanism,0
4988,MESH:D012640,OPRM1,Seizures,1,2,marker/mechanism,0
8505,MESH:D002471,PARG,"Cell Transformation, Neoplastic",1,2,marker/mechanism|therapeutic,0
11315,MESH:D010300,PARK7,Parkinson Disease,1,9,marker/mechanism,0
11315,MESH:D020734,PARK7,Parkinsonian Disorders,1,2,marker/mechanism,0
142,MESH:D050197,PARP1,Atherosclerosis,1,2,marker/mechanism,0
142,MESH:D000070642,PARP1,"Brain Injuries, Traumatic",1,2,marker/mechanism,0
142,MESH:D007674,PARP1,Kidney Diseases,1,2,marker/mechanism,0
142,MESH:D058226,PARP1,"Plaque, Atherosclerotic",1,2,marker/mechanism,0
142,MESH:D015427,PARP1,Reperfusion Injury,1,2,marker/mechanism,0
5077,MESH:D009436,PAX3,Neural Tube Defects,1,3,marker/mechanism|therapeutic,0
5077,MESH:D016135,PAX3,Spinal Dysraphism,1,4,marker/mechanism,0
5080,MESH:D019465,PAX6,Craniofacial Abnormalities,1,3,marker/mechanism,0
5105,MESH:D006528,PCK1,"Carcinoma, Hepatocellular",1,2,marker/mechanism,0
5111,MESH:D003110,PCNA,Colonic Neoplasms,1,2,marker/mechanism,0
27250,MESH:D002471,PDCD4,"Cell Transformation, Neoplastic",1,3,therapeutic,0
5142,MESH:D012559,PDE4B,Schizophrenia,1,2,marker/mechanism,0
5144,MESH:D001249,PDE4D,Asthma,1,2,marker/mechanism,0
5144,MESH:D011471,PDE4D,Prostatic Neoplasms,1,2,marker/mechanism,0
5154,MESH:D002277,PDGFA,Carcinoma,1,2,marker/mechanism,0
5154,MESH:D015674,PDGFA,"Mammary Neoplasms, Animal",1,2,marker/mechanism,0
5154,MESH:D008325,PDGFA,"Mammary Neoplasms, Experimental",1,2,marker/mechanism,0
5156,MESH:D017681,PDGFRA,Hypereosinophilic Syndrome,1,3,marker/mechanism,0
5166,MESH:D056486,PDK4,Chemical and Drug Induced Liver Injury,1,2,marker/mechanism|therapeutic,0
3651,MESH:D003924,PDX1,"Diabetes Mellitus, Type 2",1,2,marker/mechanism,0
3651,MESH:D010190,PDX1,Pancreatic Neoplasms,1,3,marker/mechanism,0
5173,MESH:D000437,PDYN,Alcoholism,1,2,marker/mechanism,0
5173,MESH:D001919,PDYN,Bradycardia,1,3,marker/mechanism,0
5173,MESH:D019970,PDYN,Cocaine-Related Disorders,1,4,marker/mechanism,0
5173,MESH:D004409,PDYN,"Dyskinesia, Drug-Induced",1,2,marker/mechanism,0
5173,MESH:D007022,PDYN,Hypotension,1,4,marker/mechanism,0
5173,MESH:D010146,PDYN,Pain,1,2,marker/mechanism,0
8864,MESH:D013375,PER2,Substance Withdrawal Syndrome,1,2,marker/mechanism,0
5196,MESH:D013921,PF4,Thrombocytopenia,1,7,marker/mechanism,0
5196,MESH:D013927,PF4,Thrombosis,1,4,marker/mechanism,0
5241,MESH:D001943,PGR,Breast Neoplasms,1,2,marker/mechanism,0
5241,MESH:D004715,PGR,Endometriosis,1,2,marker/mechanism,0
5290,MESH:D001943,PIK3CA,Breast Neoplasms,1,8,marker/mechanism,0
5290,MESH:D011471,PIK3CA,Prostatic Neoplasms,1,2,marker/mechanism,0
5295,MESH:D011471,PIK3R1,Prostatic Neoplasms,1,3,marker/mechanism,0
65018,MESH:D010300,PINK1,Parkinson Disease,1,6,marker/mechanism,0
65018,MESH:D020734,PINK1,Parkinsonian Disorders,1,6,marker/mechanism,0
5308,MESH:D019465,PITX2,Craniofacial Abnormalities,1,2,marker/mechanism,0
5315,MESH:D009361,PKM,Neoplasm Invasiveness,1,2,marker/mechanism,0
5327,MESH:D002545,PLAT,Brain Ischemia,1,26,therapeutic,0
5327,MESH:D002543,PLAT,Cerebral Hemorrhage,1,24,marker/mechanism,0
5327,MESH:D002544,PLAT,Cerebral Infarction,1,6,marker/mechanism|therapeutic,0
5327,MESH:D006470,PLAT,Hemorrhage,1,8,marker/mechanism,0
5327,MESH:D020244,PLAT,"Infarction, Middle Cerebral Artery",1,5,therapeutic,0
5327,MESH:D020300,PLAT,Intracranial Hemorrhages,1,14,marker/mechanism,0
5327,MESH:D000083242,PLAT,Ischemic Stroke,1,4,therapeutic,0
5327,MESH:D009203,PLAT,Myocardial Infarction,1,34,therapeutic,0
5327,MESH:D011655,PLAT,Pulmonary Embolism,1,9,marker/mechanism|therapeutic,0
5327,MESH:D020521,PLAT,Stroke,1,60,marker/mechanism|therapeutic,0
5327,MESH:D013927,PLAT,Thrombosis,1,4,marker/mechanism|therapeutic,0
5327,MESH:D020301,PLAT,"Vasospasm, Intracranial",1,2,therapeutic,0
5327,MESH:D020246,PLAT,Venous Thrombosis,1,3,therapeutic,0
5328,MESH:D002545,PLAU,Brain Ischemia,1,4,therapeutic,0
5328,MESH:D002543,PLAU,Cerebral Hemorrhage,1,5,marker/mechanism,0
5328,MESH:D002544,PLAU,Cerebral Infarction,1,2,therapeutic,0
5328,MESH:D002561,PLAU,Cerebrovascular Disorders,1,2,therapeutic,0
5328,MESH:D003327,PLAU,Coronary Disease,1,2,therapeutic,0
5328,MESH:D006470,PLAU,Hemorrhage,1,4,marker/mechanism,0
5328,MESH:D020244,PLAU,"Infarction, Middle Cerebral Artery",1,3,therapeutic,0
5328,MESH:D020300,PLAU,Intracranial Hemorrhages,1,4,marker/mechanism,0
5328,MESH:D007511,PLAU,Ischemia,1,2,therapeutic,0
5328,MESH:D008103,PLAU,Liver Cirrhosis,1,2,marker/mechanism|therapeutic,0
5328,MESH:D009203,PLAU,Myocardial Infarction,1,6,marker/mechanism|therapeutic,0
5328,MESH:D009361,PLAU,Neoplasm Invasiveness,1,2,marker/mechanism,0
5328,MESH:D011471,PLAU,Prostatic Neoplasms,1,3,marker/mechanism,0
5328,MESH:D011655,PLAU,Pulmonary Embolism,1,6,marker/mechanism|therapeutic,0
5328,MESH:D013927,PLAU,Thrombosis,1,6,therapeutic,0
5328,MESH:D020246,PLAU,Venous Thrombosis,1,4,therapeutic,0
5371,MESH:D015473,PML,"Leukemia, Promyelocytic, Acute",1,22,marker/mechanism,0
80339,MESH:D065626,PNPLA3,Non-alcoholic Fatty Liver Disease,1,3,marker/mechanism,0
5443,MESH:D001714,POMC,Bipolar Disorder,1,2,marker/mechanism,0
5443,MESH:D001919,POMC,Bradycardia,1,3,marker/mechanism,0
5443,MESH:D006332,POMC,Cardiomegaly,1,6,marker/mechanism,0
5443,MESH:D002312,POMC,"Cardiomyopathy, Hypertrophic",1,5,marker/mechanism,0
5443,MESH:D002375,POMC,Catalepsy,1,2,marker/mechanism|therapeutic,0
5443,MESH:D019970,POMC,Cocaine-Related Disorders,1,4,marker/mechanism,0
5443,MESH:D003480,POMC,Cushing Syndrome,1,2,marker/mechanism,0
5443,MESH:D004487,POMC,Edema,1,3,marker/mechanism,0
5443,MESH:D005921,POMC,Glomerulonephritis,1,2,marker/mechanism,0
5443,MESH:D006333,POMC,Heart Failure,1,2,marker/mechanism,0
5443,MESH:D006417,POMC,Hematuria,1,2,marker/mechanism,0
5443,MESH:D006470,POMC,Hemorrhage,1,2,marker/mechanism,0
5443,MESH:D006973,POMC,Hypertension,1,68,marker/mechanism|therapeutic,0
5443,MESH:D007008,POMC,Hypokalemia,1,9,marker/mechanism,0
5443,MESH:D007022,POMC,Hypotension,1,4,marker/mechanism,0
5443,MESH:D000860,POMC,Hypoxia,1,2,marker/mechanism,0
5443,MESH:D008106,POMC,"Liver Cirrhosis, Experimental",1,2,therapeutic,0
5443,MESH:D009103,POMC,Multiple Sclerosis,1,2,therapeutic,0
5443,MESH:D009765,POMC,Obesity,1,2,marker/mechanism,0
5443,MESH:D010024,POMC,Osteoporosis,1,5,marker/mechanism,0
5443,MESH:D010146,POMC,Pain,1,3,marker/mechanism|therapeutic,0
5443,MESH:D012640,POMC,Seizures,1,6,marker/mechanism|therapeutic,0
5443,MESH:D013036,POMC,"Spasms, Infantile",1,20,marker/mechanism|therapeutic,0
5443,MESH:D013375,POMC,Substance Withdrawal Syndrome,1,4,marker/mechanism|therapeutic,0
5443,MESH:D015430,POMC,Weight Gain,1,2,marker/mechanism,0
5443,MESH:D015431,POMC,Weight Loss,1,2,marker/mechanism,0
5444,MESH:D000382,PON1,Agricultural Workers' Diseases,1,2,marker/mechanism,0
5444,MESH:D050197,PON1,Atherosclerosis,1,6,marker/mechanism|therapeutic,0
5444,MESH:D001321,PON1,Autistic Disorder,1,3,marker/mechanism,0
5444,MESH:D002318,PON1,Cardiovascular Diseases,1,2,marker/mechanism|therapeutic,0
5444,MESH:D003324,PON1,Coronary Artery Disease,1,3,marker/mechanism|therapeutic,0
5444,MESH:D003327,PON1,Coronary Disease,1,2,marker/mechanism,0
5444,MESH:D003920,PON1,Diabetes Mellitus,1,2,marker/mechanism,0
5444,MESH:D003930,PON1,Diabetic Retinopathy,1,2,marker/mechanism,0
5444,MESH:D020138,PON1,Hyperhomocysteinemia,1,2,marker/mechanism,0
5444,MESH:D006938,PON1,Hyperlipoproteinemia Type II,1,2,marker/mechanism,0
5444,MESH:D007248,PON1,"Infertility, Male",1,2,marker/mechanism,0
5444,MESH:D062025,PON1,Organophosphate Poisoning,1,7,marker/mechanism|therapeutic,0
5444,MESH:D011297,PON1,Prenatal Exposure Delayed Effects,1,2,marker/mechanism,0
5444,MESH:D011471,PON1,Prostatic Neoplasms,1,3,marker/mechanism,0
5465,MESH:D056486,PPARA,Chemical and Drug Induced Liver Injury,1,2,marker/mechanism,0
5465,MESH:D003921,PPARA,"Diabetes Mellitus, Experimental",1,3,marker/mechanism,0
5465,MESH:D003924,PPARA,"Diabetes Mellitus, Type 2",1,2,marker/mechanism,0
5465,MESH:D006973,PPARA,Hypertension,1,2,marker/mechanism|therapeutic,0
5465,MESH:D007333,PPARA,Insulin Resistance,1,2,therapeutic,0
5465,MESH:D008113,PPARA,Liver Neoplasms,1,2,marker/mechanism,0
5465,MESH:D009765,PPARA,Obesity,1,2,marker/mechanism,0
5467,MESH:D065626,PPARD,Non-alcoholic Fatty Liver Disease,1,2,marker/mechanism|therapeutic,0
5467,MESH:D009765,PPARD,Obesity,1,2,therapeutic,0
5467,MESH:D010523,PPARD,Peripheral Nervous System Diseases,1,2,marker/mechanism,0
5467,MESH:D012878,PPARD,Skin Neoplasms,1,2,marker/mechanism|therapeutic,0
5468,MESH:D058186,PPARG,Acute Kidney Injury,1,3,marker/mechanism|therapeutic,0
5468,MESH:D000544,PPARG,Alzheimer Disease,1,3,marker/mechanism,0
5468,MESH:D003921,PPARG,"Diabetes Mellitus, Experimental",1,3,marker/mechanism,0
5468,MESH:D003924,PPARG,"Diabetes Mellitus, Type 2",1,7,marker/mechanism|therapeutic,0
5468,MESH:D006973,PPARG,Hypertension,1,3,marker/mechanism|therapeutic,0
5468,MESH:D007249,PPARG,Inflammation,1,2,marker/mechanism|therapeutic,0
5468,MESH:D007333,PPARG,Insulin Resistance,1,3,therapeutic,0
5468,MESH:D007511,PPARG,Ischemia,1,2,therapeutic,0
5468,MESH:D008545,PPARG,Melanoma,1,2,marker/mechanism|therapeutic,0
5468,MESH:D009765,PPARG,Obesity,1,2,marker/mechanism,0
5468,MESH:D010190,PPARG,Pancreatic Neoplasms,1,2,marker/mechanism|therapeutic,0
5468,MESH:D015427,PPARG,Reperfusion Injury,1,3,therapeutic,0
5468,MESH:D013274,PPARG,Stomach Neoplasms,1,2,marker/mechanism|therapeutic,0
10891,MESH:D003924,PPARGC1A,"Diabetes Mellitus, Type 2",1,2,marker/mechanism,0
10891,MESH:D006333,PPARGC1A,Heart Failure,1,2,marker/mechanism,0
5473,MESH:D006973,PPBP,Hypertension,1,2,marker/mechanism,0
5580,MESH:D005334,PRKCD,Fever,1,2,therapeutic,0
5581,MESH:D006930,PRKCE,Hyperalgesia,1,3,marker/mechanism,0
5591,MESH:D011471,PRKDC,Prostatic Neoplasms,1,2,marker/mechanism,0
5071,MESH:D008175,PRKN,Lung Neoplasms,1,2,marker/mechanism,0
5071,MESH:D010300,PRKN,Parkinson Disease,1,13,marker/mechanism,0
5071,MESH:D020734,PRKN,Parkinsonian Disorders,1,8,marker/mechanism|therapeutic,0
5617,MESH:D000236,PRL,Adenoma,1,2,marker/mechanism,0
5617,MESH:D007172,PRL,Erectile Dysfunction,1,5,marker/mechanism,0
5617,MESH:D006177,PRL,Gynecomastia,1,2,marker/mechanism,0
5617,MESH:D006966,PRL,Hyperprolactinemia,1,4,marker/mechanism,0
5617,MESH:D007022,PRL,Hypotension,1,2,marker/mechanism,0
5617,MESH:D015674,PRL,"Mammary Neoplasms, Animal",1,2,marker/mechanism,0
5617,MESH:D010911,PRL,Pituitary Neoplasms,1,3,marker/mechanism|therapeutic,0
5617,MESH:D015175,PRL,Prolactinoma,1,4,marker/mechanism,0
5617,MESH:D012735,PRL,"Sexual Dysfunction, Physiological",1,2,marker/mechanism,0
5617,MESH:D020018,PRL,"Sexual Dysfunctions, Psychological",1,2,marker/mechanism,0
5618,MESH:D002277,PRLR,Carcinoma,1,2,marker/mechanism,0
5618,MESH:D015674,PRLR,"Mammary Neoplasms, Animal",1,2,marker/mechanism,0
5621,MESH:D012608,PRNP,Scrapie,1,4,marker/mechanism,0
5624,MESH:D018805,PROC,Sepsis,1,2,therapeutic,0
5624,MESH:D013927,PROC,Thrombosis,1,4,marker/mechanism,0
5624,MESH:D054556,PROC,Venous Thromboembolism,1,2,marker/mechanism|therapeutic,0
5624,MESH:D020246,PROC,Venous Thrombosis,1,2,marker/mechanism,0
8842,MESH:D005909,PROM1,Glioblastoma,1,3,marker/mechanism,0
8000,MESH:D013274,PSCA,Stomach Neoplasms,1,2,marker/mechanism,0
8000,MESH:D001749,PSCA,Urinary Bladder Neoplasms,1,2,marker/mechanism,0
5663,MESH:D000544,PSEN1,Alzheimer Disease,1,15,marker/mechanism,0
5663,MESH:D004195,PSEN1,"Disease Models, Animal",1,2,marker/mechanism,0
5663,MESH:D008569,PSEN1,Memory Disorders,1,3,marker/mechanism,0
5663,MESH:D009410,PSEN1,Nerve Degeneration,1,2,marker/mechanism,0
5727,MESH:D002280,PTCH1,Basal Cell Carcinoma,1,4,marker/mechanism,0
5727,MESH:D019465,PTCH1,Craniofacial Abnormalities,1,2,marker/mechanism,0
5727,MESH:D008527,PTCH1,Medulloblastoma,1,3,marker/mechanism,0
5728,MESH:D001321,PTEN,Autistic Disorder,1,4,marker/mechanism,0
5728,MESH:D001943,PTEN,Breast Neoplasms,1,4,marker/mechanism,0
5728,MESH:D019465,PTEN,Craniofacial Abnormalities,1,6,marker/mechanism,0
5728,MESH:D002658,PTEN,Developmental Disabilities,1,3,marker/mechanism,0
5728,MESH:D016889,PTEN,Endometrial Neoplasms,1,4,marker/mechanism,0
5728,MESH:D008175,PTEN,Lung Neoplasms,1,2,marker/mechanism,0
5728,MESH:D008545,PTEN,Melanoma,1,3,marker/mechanism,0
5728,MESH:D019048,PTEN,Prostatic Intraepithelial Neoplasia,1,2,marker/mechanism,0
5728,MESH:D011471,PTEN,Prostatic Neoplasms,1,17,marker/mechanism,0
5728,MESH:D000077195,PTEN,Squamous Cell Carcinoma of Head and Neck,1,2,marker/mechanism,0
5742,MESH:D007417,PTGS1,Intestinal Polyps,1,2,marker/mechanism,0
5742,MESH:D013276,PTGS1,Stomach Ulcer,1,2,marker/mechanism,0
5743,MESH:D000230,PTGS2,Adenocarcinoma,1,2,marker/mechanism,0
5743,MESH:D000690,PTGS2,Amyotrophic Lateral Sclerosis,1,2,marker/mechanism,0
5743,MESH:D001172,PTGS2,"Arthritis, Rheumatoid",1,2,marker/mechanism,0
5743,MESH:D055963,PTGS2,"Asthma, Aspirin-Induced",1,2,marker/mechanism,0
5743,MESH:D001930,PTGS2,Brain Injuries,1,3,marker/mechanism,0
5743,MESH:D002545,PTGS2,Brain Ischemia,1,4,marker/mechanism,0
5743,MESH:D001943,PTGS2,Breast Neoplasms,1,5,marker/mechanism,0
5743,MESH:D006528,PTGS2,"Carcinoma, Hepatocellular",1,5,marker/mechanism,0
5743,MESH:D002294,PTGS2,"Carcinoma, Squamous Cell",1,2,marker/mechanism,0
5743,MESH:D002295,PTGS2,"Carcinoma, Transitional Cell",1,4,marker/mechanism,0
5743,MESH:D003110,PTGS2,Colonic Neoplasms,1,3,marker/mechanism,0
5743,MESH:D015179,PTGS2,Colorectal Neoplasms,1,6,marker/mechanism,0
5743,MESH:D003921,PTGS2,"Diabetes Mellitus, Experimental",1,2,marker/mechanism,0
5743,MESH:D004938,PTGS2,Esophageal Neoplasms,1,3,marker/mechanism,0
5743,MESH:D000077277,PTGS2,Esophageal Squamous Cell Carcinoma,1,3,marker/mechanism,0
5743,MESH:D006930,PTGS2,Hyperalgesia,1,2,marker/mechanism,0
5743,MESH:D006965,PTGS2,Hyperplasia,1,3,marker/mechanism,0
5743,MESH:D006973,PTGS2,Hypertension,1,4,marker/mechanism|therapeutic,0
5743,MESH:D007249,PTGS2,Inflammation,1,3,marker/mechanism,0
5743,MESH:D007417,PTGS2,Intestinal Polyps,1,3,marker/mechanism,0
5743,MESH:D008106,PTGS2,"Liver Cirrhosis, Experimental",1,2,marker/mechanism,0
5743,MESH:D008545,PTGS2,Melanoma,1,3,marker/mechanism,0
5743,MESH:D009362,PTGS2,Neoplasm Metastasis,1,2,marker/mechanism,0
5743,MESH:D010190,PTGS2,Pancreatic Neoplasms,1,4,marker/mechanism,0
5743,MESH:D010212,PTGS2,Papilloma,1,2,marker/mechanism,0
5743,MESH:D011230,PTGS2,Precancerous Conditions,1,2,marker/mechanism,0
5743,MESH:D047928,PTGS2,Premature Birth,1,2,marker/mechanism,0
5743,MESH:D011471,PTGS2,Prostatic Neoplasms,1,5,marker/mechanism,0
5743,MESH:D015427,PTGS2,Reperfusion Injury,1,6,marker/mechanism,0
5743,MESH:D012878,PTGS2,Skin Neoplasms,1,3,marker/mechanism,0
5743,MESH:D013274,PTGS2,Stomach Neoplasms,1,4,marker/mechanism,0
5743,MESH:D013276,PTGS2,Stomach Ulcer,1,5,marker/mechanism,0
5743,MESH:D014062,PTGS2,Tongue Neoplasms,1,2,marker/mechanism,0
5743,MESH:D001749,PTGS2,Urinary Bladder Neoplasms,1,8,marker/mechanism,0
5741,MESH:D000740,PTH,Anemia,1,2,marker/mechanism,0
5741,MESH:D006934,PTH,Hypercalcemia,1,6,marker/mechanism,0
5741,MESH:D006962,PTH,"Hyperparathyroidism, Secondary",1,3,marker/mechanism,0
5741,MESH:D010024,PTH,Osteoporosis,1,6,therapeutic,0
5744,MESH:D006934,PTHLH,Hypercalcemia,1,4,marker/mechanism,0
5747,MESH:D001281,PTK2,Atrial Fibrillation,1,2,marker/mechanism,0
5747,MESH:D002294,PTK2,"Carcinoma, Squamous Cell",1,2,marker/mechanism|therapeutic,0
5747,MESH:D009361,PTK2,Neoplasm Invasiveness,1,2,marker/mechanism|therapeutic,0
5796,MESH:D008545,PTPRK,Melanoma,1,2,marker/mechanism,0
29108,MESH:D007674,PYCARD,Kidney Diseases,1,2,marker/mechanism|therapeutic,0
