ncrnaId,drugId,ncrnaName,ncrnaType,drugName,phenotypeCount,pmidCount,effects,detectionMethods,levels,fda,targetGenes,pathways
NAME:hsa-novel-miR-64,DrugBank:DB00997,hsa-novel-miR-64,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsa-novel-miR-65,DrugBank:DB00997,hsa-novel-miR-65,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsa-novel-miR-71,DrugBank:DB00997,hsa-novel-miR-71,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsa-novel-miR-72,DrugBank:DB00997,hsa-novel-miR-72,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsa-novel-mir-15,DrugBank:DB00997,hsa-novel-mir-15,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsa-novel-mir-27,DrugBank:DB00997,hsa-novel-mir-27,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsa-novel-mir-8,DrugBank:DB00997,hsa-novel-mir-8,miRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsa_SNORD10,DrugBank:DB00675,hsa_SNORD10,miRNA,Tamoxifen,1,1,resistant,Microarray,High,approved,,
NAME:hsa_SNORD14B,DrugBank:DB00675,hsa_SNORD14B,miRNA,Tamoxifen,1,1,resistant,Microarray,High,approved,,
NAME:hsa_SNORD2,DrugBank:DB00675,hsa_SNORD2,miRNA,Tamoxifen,1,1,resistant,Microarray,High,approved,,
NAME:hsa_SNORD3@,DrugBank:DB00675,hsa_SNORD3@,miRNA,Tamoxifen,1,1,resistant,Microarray,High,approved,,
NAME:hsa_SNORD4A,DrugBank:DB00675,hsa_SNORD4A,miRNA,Tamoxifen,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_001579,DrugBank:DB00515,hsa_circRNA_001579,circRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_004765,DrugBank:DB00515,hsa_circRNA_004765,circRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_005789,DrugBank:DB00515,hsa_circRNA_005789,circRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_011487,DrugBank:DB00515,hsa_circRNA_011487,circRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_011576,DrugBank:DB00515,hsa_circRNA_011576,circRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_013468,DrugBank:DB00515,hsa_circRNA_013468,circRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_013891,DrugBank:DB00515,hsa_circRNA_013891,circRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_013942,DrugBank:DB00515,hsa_circRNA_013942,circRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_015465,DrugBank:DB00515,hsa_circRNA_015465,circRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_017658,DrugBank:DB00515,hsa_circRNA_017658,circRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_023689,DrugBank:DB00515,hsa_circRNA_023689,circRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_043678,DrugBank:DB00515,hsa_circRNA_043678,circRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_065890,DrugBank:DB00515,hsa_circRNA_065890,circRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_135789,DrugBank:DB00515,hsa_circRNA_135789,circRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_144789,DrugBank:DB00515,hsa_circRNA_144789,circRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_401803,DrugBank:DB00317,hsa_circRNA_401803,circRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_401803,DrugBank:DB00530,hsa_circRNA_401803,circRNA,Erlotinib,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_403127,DrugBank:DB00526,hsa_circRNA_403127,circRNA,Oxaliplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_403127,DrugBank:DB00544,hsa_circRNA_403127,circRNA,Fluorouracil,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_404790,DrugBank:DB00526,hsa_circRNA_404790,circRNA,Oxaliplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_404790,DrugBank:DB00544,hsa_circRNA_404790,circRNA,Fluorouracil,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_404987,DrugBank:DB00317,hsa_circRNA_404987,circRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_404987,DrugBank:DB00530,hsa_circRNA_404987,circRNA,Erlotinib,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_404994,DrugBank:DB00526,hsa_circRNA_404994,circRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_404994,DrugBank:DB00544,hsa_circRNA_404994,circRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405241,DrugBank:DB00317,hsa_circRNA_405241,circRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405241,DrugBank:DB00530,hsa_circRNA_405241,circRNA,Erlotinib,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405296,DrugBank:DB00317,hsa_circRNA_405296,circRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405296,DrugBank:DB00526,hsa_circRNA_405296,circRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405296,DrugBank:DB00530,hsa_circRNA_405296,circRNA,Erlotinib,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405296,DrugBank:DB00544,hsa_circRNA_405296,circRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405743,DrugBank:DB00526,hsa_circRNA_405743,circRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405743,DrugBank:DB00544,hsa_circRNA_405743,circRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405769,DrugBank:DB00526,hsa_circRNA_405769,circRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_405769,DrugBank:DB00544,hsa_circRNA_405769,circRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406075,DrugBank:DB00526,hsa_circRNA_406075,circRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406075,DrugBank:DB00544,hsa_circRNA_406075,circRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406135,DrugBank:DB00526,hsa_circRNA_406135,circRNA,Oxaliplatin,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_406135,DrugBank:DB00544,hsa_circRNA_406135,circRNA,Fluorouracil,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circRNA_406430,DrugBank:DB00526,hsa_circRNA_406430,circRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406430,DrugBank:DB00544,hsa_circRNA_406430,circRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406587,DrugBank:DB00317,hsa_circRNA_406587,circRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406587,DrugBank:DB00530,hsa_circRNA_406587,circRNA,Erlotinib,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406829,DrugBank:DB00526,hsa_circRNA_406829,circRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406829,DrugBank:DB00544,hsa_circRNA_406829,circRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406937,DrugBank:DB00526,hsa_circRNA_406937,circRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circRNA_406937,DrugBank:DB00544,hsa_circRNA_406937,circRNA,Fluorouracil,1,1,sensitive,Microarray,High,approved,,
NAME:hsa_circ_404457,DrugBank:DB00619,hsa_circ_404457,circRNA,Imatinib,1,1,resistant,Microarray,High,approved,,
NAME:hsa_circ_407059,DrugBank:DB08899,hsa_circ_407059,circRNA,Enzalutamide,1,1,resistant,Microarray,High,approved,,
NAME:hsacirc_000579,DrugBank:DB00544,hsacirc_000579,circRNA,Fluorouracil,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_007420,DrugBank:DB00515,hsacirc_007420,circRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_007420,DrugBank:DB00544,hsacirc_007420,circRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_010980,DrugBank:DB00544,hsacirc_010980,circRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_012514,DrugBank:DB00544,hsacirc_012514,circRNA,Fluorouracil,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_016305,DrugBank:DB00515,hsacirc_016305,circRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_018210,DrugBank:DB00544,hsacirc_018210,circRNA,Fluorouracil,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_018467,DrugBank:DB00515,hsacirc_018467,circRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_018467,DrugBank:DB00544,hsacirc_018467,circRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_018494,DrugBank:DB00544,hsacirc_018494,circRNA,Fluorouracil,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_019817,DrugBank:DB00544,hsacirc_019817,circRNA,Fluorouracil,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_020305,DrugBank:DB00515,hsacirc_020305,circRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_021186,DrugBank:DB00515,hsacirc_021186,circRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_021191,DrugBank:DB00515,hsacirc_021191,circRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_022191,DrugBank:DB00515,hsacirc_022191,circRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_027418,DrugBank:DB00515,hsacirc_027418,circRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
NAME:hsacirc_027876,DrugBank:DB00515,hsacirc_027876,circRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_027876,DrugBank:DB00544,hsacirc_027876,circRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_029352,DrugBank:DB00515,hsacirc_029352,circRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
NAME:hsacirc_030252,DrugBank:DB00544,hsacirc_030252,circRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
NAME:linc-LONRF3,DrugBank:DB00541,linc-LONRF3,lncRNA,Vincristine,1,1,sensitive,RNA-seq,High,approved,,
NAME:lnc-AARD-4,DrugBank:DB00515,lnc-AARD-4,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ABCA10-1,DrugBank:DB00515,lnc-ABCA10-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ABCC5-1,DrugBank:DB00541,lnc-ABCC5-1,lncRNA,Vincristine,1,1,sensitive,RNA-seq,High,approved,,
NAME:lnc-ABRAXAS1-2,DrugBank:DB00515,lnc-ABRAXAS1-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ACAD11-2,DrugBank:DB00515,lnc-ACAD11-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ACBD4-1,DrugBank:DB00515,lnc-ACBD4-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ACOD1-2,DrugBank:DB00515,lnc-ACOD1-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ACSF3,DrugBank:DB00541,lnc-ACSF3,lncRNA,Vincristine,1,1,sensitive,RNA-seq,High,approved,,
NAME:lnc-ACSM6-1,DrugBank:DB00515,lnc-ACSM6-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ACTRT3-6,DrugBank:DB00515,lnc-ACTRT3-6,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ADA2-2,DrugBank:DB00515,lnc-ADA2-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ADAMTS15-8,DrugBank:DB00515,lnc-ADAMTS15-8,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ADORA3-5,DrugBank:DB00515,lnc-ADORA3-5,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ADTRP-1,DrugBank:DB00515,lnc-ADTRP-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-AFDN-10,DrugBank:DB00515,lnc-AFDN-10,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-AICDA-1,DrugBank:DB00515,lnc-AICDA-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-AKT1-5,DrugBank:DB00515,lnc-AKT1-5,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ALDH3A1-2,DrugBank:DB00515,lnc-ALDH3A1-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ALDH3A2-7,DrugBank:DB00515,lnc-ALDH3A2-7,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ALG14-8,DrugBank:DB00515,lnc-ALG14-8,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ANKRD20A4-12,DrugBank:DB00515,lnc-ANKRD20A4-12,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ANKRD20A8P-4,DrugBank:DB00515,lnc-ANKRD20A8P-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ANKRD30A-14,DrugBank:DB00515,lnc-ANKRD30A-14,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ANKRD60-5,DrugBank:DB00515,lnc-ANKRD60-5,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ANO9-1,DrugBank:DB00997,lnc-ANO9-1,lncRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-APMAP-2,DrugBank:DB00515,lnc-APMAP-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ARFGAP1-4,DrugBank:DB00515,lnc-ARFGAP1-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ARFIP1-3,DrugBank:DB00515,lnc-ARFIP1-3,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ARHGEF7-7,DrugBank:DB00515,lnc-ARHGEF7-7,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ARL14EP-3,DrugBank:DB00515,lnc-ARL14EP-3,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ASB5-1,DrugBank:DB00441,lnc-ASB5-1,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-ATP5MC2-2,DrugBank:DB00515,lnc-ATP5MC2-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ATP6V1G2-DDX39B-4,DrugBank:DB00515,lnc-ATP6V1G2-DDX39B-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ATP7A-1,DrugBank:DB00619,lnc-ATP7A-1,lncRNA,Imatinib,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ATP7A-2,DrugBank:DB00619,lnc-ATP7A-2,lncRNA,Imatinib,1,1,resistant,Microarray,High,approved,,
NAME:lnc-ATP9A-1,DrugBank:DB00515,lnc-ATP9A-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-AZIN2-4,DrugBank:DB00515,lnc-AZIN2-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-B2M-1,DrugBank:DB00515,lnc-B2M-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-B3GALNT2-2,DrugBank:DB00515,lnc-B3GALNT2-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-BAIAP2L2-4,DrugBank:DB00515,lnc-BAIAP2L2-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-BCAS1-3,DrugBank:DB00515,lnc-BCAS1-3,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-BCAS1-4,DrugBank:DB00515,lnc-BCAS1-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-BCDIN3D-1,DrugBank:DB00515,lnc-BCDIN3D-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-BDNF-6,DrugBank:DB00515,lnc-BDNF-6,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-BEX3-2,DrugBank:DB00515,lnc-BEX3-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-BICRA-2,DrugBank:DB00515,lnc-BICRA-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-BLVRB-1,DrugBank:DB00515,lnc-BLVRB-1,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
NAME:lnc-BLVRB-1,DrugBank:DB00563,lnc-BLVRB-1,lncRNA,Methotrexate,1,1,resistant,RNA-seq,High,approved,,
NAME:lnc-BLVRB-1,DrugBank:DB00997,lnc-BLVRB-1,lncRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
NAME:lnc-BMP5-3,DrugBank:DB00515,lnc-BMP5-3,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-BRCA1,DrugBank:DB00541,lnc-BRCA1,lncRNA,Vincristine,1,1,sensitive,RNA-seq,High,approved,,
NAME:lnc-BRF1-26,DrugBank:DB00515,lnc-BRF1-26,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-BRWD3-1,DrugBank:DB00515,lnc-BRWD3-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-C10orf143-12,DrugBank:DB00515,lnc-C10orf143-12,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-C10orf143-46,DrugBank:DB00515,lnc-C10orf143-46,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-C12orf4-1,DrugBank:DB00515,lnc-C12orf4-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-C12orf50-3,DrugBank:DB00515,lnc-C12orf50-3,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-C13orf42-7,DrugBank:DB00515,lnc-C13orf42-7,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-C16orf46-3,DrugBank:DB00515,lnc-C16orf46-3,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-C19orf44-6,DrugBank:DB00541,lnc-C19orf44-6,lncRNA,Vincristine,1,1,resistant,RNA-seq,High,approved,,
NAME:lnc-C1orf141-2,DrugBank:DB00515,lnc-C1orf141-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-C20orf203-2,DrugBank:DB00515,lnc-C20orf203-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-C3AR1-5,DrugBank:DB00515,lnc-C3AR1-5,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-C8B-2,DrugBank:DB00515,lnc-C8B-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CADM4-2,DrugBank:DB00515,lnc-CADM4-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CALB1-2,DrugBank:DB00515,lnc-CALB1-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CAPN1-2,DrugBank:DB00515,lnc-CAPN1-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CAPNS1-3,DrugBank:DB00515,lnc-CAPNS1-3,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CAPSL-2,DrugBank:DB00515,lnc-CAPSL-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CARD11-22,DrugBank:DB00515,lnc-CARD11-22,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CASP5-2,DrugBank:DB00853,lnc-CASP5-2,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CCBE1-4,DrugBank:DB00515,lnc-CCBE1-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CCDC142-3,DrugBank:DB00515,lnc-CCDC142-3,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CCDC34-2,DrugBank:DB00515,lnc-CCDC34-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CCDC71-2,DrugBank:DB00515,lnc-CCDC71-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CD101-3,DrugBank:DB00515,lnc-CD101-3,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CD200R1-2,DrugBank:DB00515,lnc-CD200R1-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CD226-7,DrugBank:DB00515,lnc-CD226-7,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CD58-3,DrugBank:DB00515,lnc-CD58-3,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CD8B-3,DrugBank:DB00515,lnc-CD8B-3,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CDH11-12,DrugBank:DB00515,lnc-CDH11-12,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CDH24-2,DrugBank:DB00515,lnc-CDH24-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CDH6-21,DrugBank:DB00515,lnc-CDH6-21,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CDRT1-1,DrugBank:DB00515,lnc-CDRT1-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CEACAM4-5,DrugBank:DB00515,lnc-CEACAM4-5,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CELA1-1,DrugBank:DB00515,lnc-CELA1-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CENPE-1,DrugBank:DB00515,lnc-CENPE-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CENPV-4,DrugBank:DB00515,lnc-CENPV-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CEP95-8,DrugBank:DB00515,lnc-CEP95-8,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CFAP77-2,DrugBank:DB00515,lnc-CFAP77-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CHD4-1,DrugBank:DB00515,lnc-CHD4-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CHI3L1-2,DrugBank:DB00515,lnc-CHI3L1-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CHRNA1-4,DrugBank:DB00515,lnc-CHRNA1-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CHRNB4-1,DrugBank:DB00515,lnc-CHRNB4-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CHRNB4-2,DrugBank:DB00515,lnc-CHRNB4-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CHRNB4-3,DrugBank:DB00515,lnc-CHRNB4-3,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CLDN12-2,DrugBank:DB00515,lnc-CLDN12-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CLDN4-1,DrugBank:DB00515,lnc-CLDN4-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CLEC18B-10,DrugBank:DB00515,lnc-CLEC18B-10,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CLEC2A-3,DrugBank:DB00515,lnc-CLEC2A-3,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CLHC1-1,DrugBank:DB00515,lnc-CLHC1-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CNOT8-2,DrugBank:DB00515,lnc-CNOT8-2,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-COIL-5,DrugBank:DB00515,lnc-COIL-5,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-COL6A1-1,DrugBank:DB00997,lnc-COL6A1-1,lncRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-COX19-4,DrugBank:DB00515,lnc-COX19-4,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
NAME:lnc-CP-4,DrugBank:DB00515,lnc-CP-4,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CPEB3-1,DrugBank:DB00515,lnc-CPEB3-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CPLX4-1,DrugBank:DB00515,lnc-CPLX4-1,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
NAME:lnc-CPSF3-2,DrugBank:DB00515,lnc-CPSF3-2,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
NAME:lnc-CPSF3-2,DrugBank:DB00563,lnc-CPSF3-2,lncRNA,Methotrexate,1,1,sensitive,RNA-seq,High,approved,,
NAME:lnc-CPSF3-2,DrugBank:DB00997,lnc-CPSF3-2,lncRNA,Doxorubicin,1,1,sensitive,RNA-seq,High,approved,,
