ncrnaId,drugId,ncrnaName,ncrnaType,drugName,phenotypeCount,pmidCount,effects,detectionMethods,levels,fda,targetGenes,pathways
ENSEMBL:ENSG00000002079,DrugBank:DB00441,MYH16,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000002079,DrugBank:DB00515,lnc-ARPC1A-5,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000005206,DrugBank:DB00317,SPPL2B,lncRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000010704,DrugBank:DB00441,HLA-H,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000010704,DrugBank:DB00853,HLA-H,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000012171,DrugBank:DB00317,SEMA3B,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000021355,DrugBank:DB00853,SERPINB1,lncRNA,Temozolomide,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000038382,DrugBank:DB00317,TRIO,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000049192,DrugBank:DB00317,ADAMTS6,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000060971,DrugBank:DB00515,ENST00000480865,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000065665,DrugBank:DB00515,NR_024577,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000070540,DrugBank:DB00317,WIPI1,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000073756,DrugBank:DB00515,ENST00000490885,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000076043,DrugBank:DB00515,ENST00000544507,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000078319,DrugBank:DB00853,PMS2P1,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000078319,DrugBank:DB00997,uc010lgv.1,lncRNA,Doxorubicin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000080709,DrugBank:DB00515,lnc-KCNN2-2,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000080854,DrugBank:DB00515,LOC283174,lncRNA,Cisplatin,2,2,resistant|sensitive,Microarray|RNA-seq,High,approved,,
ENSEMBL:ENSG00000088340,DrugBank:DB00515,NR_119376,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000088826,DrugBank:DB00515,ENST00000484515,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000091986,DrugBank:DB00317,LINC01279,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000091986,DrugBank:DB00853,LINC01279,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000092847,DrugBank:DB00515,AGO1,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000095383,DrugBank:DB00317,TBC1D2,lncRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000099869,DrugBank:DB00515,IGF2-AS,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000101391,DrugBank:DB00515,ENST00000461356,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000102309,DrugBank:DB00515,NR_033187,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000103227,DrugBank:DB00853,LMF1,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000103472,DrugBank:DB00441,RRN3P2,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000103978,DrugBank:DB00515,ENST00000562946,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000104375,DrugBank:DB00515,ENSG00000254267,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000104756,DrugBank:DB00515,KCTD9,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000105568,DrugBank:DB00515,ENST00000468280,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000105655,DrugBank:DB00317,ISYNA1,lncRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000105889,DrugBank:DB00526,AC002480.2,lncRNA,Oxaliplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000105889,DrugBank:DB00544,AC002480.2,lncRNA,Fluorouracil,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000106031,DrugBank:DB09078,HOXA13,lncRNA,Lenvatinib,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000108370,DrugBank:DB00515,NR_110801,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000111275,DrugBank:DB00441,ENST00000551450,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000111817,DrugBank:DB00317,DSE,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000112541,DrugBank:DB00515,LINC00473,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000112541,DrugBank:DB00853,LINC00473,lncRNA,Temozolomide,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000113387,DrugBank:DB00515,ENST00000504789,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000114374,DrugBank:DB00441,TTTY15,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000114554,DrugBank:DB00515,ENST00000503234,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000116883,DrugBank:DB00441,RP11-268J15.5,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000117318,DrugBank:DB00515,ENST00000463312,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000121716,DrugBank:DB00853,PILRB,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000122548,DrugBank:DB00441,KIAA0087,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000122694,DrugBank:DB00317,GLIPR2,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000122694,DrugBank:DB00853,GLIPR2,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000123358,DrugBank:DB00515,ENST00000550557,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000123607,DrugBank:DB00515,NR_045375,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000124224,DrugBank:DB00526,PPP4R1L,lncRNA,Oxaliplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000124224,DrugBank:DB00544,PPP4R1L,lncRNA,Fluorouracil,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000124224,DrugBank:DB00853,PPP4R1L,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000124813,DrugBank:DB00515,lnc-ENPP4-3,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000124813,DrugBank:DB00853,RUNX2,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000125124,DrugBank:DB00515,ENST00000618027,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000125462,DrugBank:DB00515,ENST00000441085,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000125804,DrugBank:DB00853,FAM182A,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000127124,DrugBank:DB00853,HIVEP3,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000127241,DrugBank:DB00853,MASP1,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000127399,DrugBank:DB00515,ENST00000471872,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000127533,DrugBank:DB00853,PAR4,lncRNA,Temozolomide,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000128254,DrugBank:DB00515,C22orf24,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000128254,DrugBank:DB01229,C22orf24,lncRNA,Paclitaxel,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000130338,DrugBank:DB00441,ENST00000432358,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000130487,DrugBank:DB00515,lnc-KLHDC7B-1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000130600,DrugBank:DB00317,H19,lncRNA,Gefitinib,1,1,sensitive,RNA-seq,High,approved,,EGFR-AKT pathway
ENSEMBL:ENSG00000130600,DrugBank:DB00441,H19,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000130600,DrugBank:DB00515,ENSG00000130600,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000130600,DrugBank:DB00530,H19,lncRNA,Erlotinib,1,1,sensitive,RNA-seq,High,approved,,EGFR-AKT pathway
ENSEMBL:ENSG00000130600,DrugBank:DB00853,H19,lncRNA,Temozolomide,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000130600,DrugBank:DB00997,H19,lncRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000130600,DrugBank:DB01229,H19,lncRNA,Paclitaxel,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000130600,DrugBank:DB01259,H19,lncRNA,Lapatinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000130600,DrugBank:DB08865,H19,lncRNA,Crizotinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000131007,DrugBank:DB00515,TTTY9B,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000131061,DrugBank:DB00317,ZNF341,lncRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000131484,DrugBank:DB00515,ENST00000588189,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000132429,DrugBank:DB00317,POPDC3,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000132507,DrugBank:DB00515,ENST00000575001,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000132832,DrugBank:DB00515,lnc-ADA-3,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000132832,DrugBank:DB00853,LOC79015,lncRNA,Temozolomide,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000132837,DrugBank:DB00515,NR_104003,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000133477,DrugBank:DB00441,LOC100130899,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000134759,DrugBank:DB00515,ENST00000535093,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000135164,DrugBank:DB00997,DMTF1,lncRNA,Doxorubicin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000136874,DrugBank:DB00515,STX17,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000137103,DrugBank:DB00515,LINC00950,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000137693,DrugBank:DB00515,ENST00000528834,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000137936,DrugBank:DB00515,ENSG00000230439,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000138193,DrugBank:DB00515,ENST00000432707,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000138771,DrugBank:DB00441,ENST00000425645,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000139239,DrugBank:DB00526,RPL14P1,lncRNA,Oxaliplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000139239,DrugBank:DB00544,RPL14P1,lncRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000139641,DrugBank:DB00515,ENST00000550515,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000140350,DrugBank:DB00515,ENST00000486054,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000140400,DrugBank:DB00526,ENST00000563660,lncRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000140931,DrugBank:DB00317,CMTM3,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000141028,DrugBank:DB00515,NR_003261,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000141524,DrugBank:DB00441,n411602,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000141524,DrugBank:DB00515,TNRC6C-AS1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000143429,DrugBank:DB00997,uc002sts.4,lncRNA,Doxorubicin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000144158,DrugBank:DB00526,ENST00000272567,lncRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000145592,DrugBank:DB00853,LOC100506548,lncRNA,Temozolomide,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000145990,DrugBank:DB00515,NR_038459,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000146521,DrugBank:DB00441,LINC01558,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000146521,DrugBank:DB00515,C6orf123,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000146521,DrugBank:DB01229,C6orf123,lncRNA,Paclitaxel,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000146674,DrugBank:DB00515,IGFBP3,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000146729,DrugBank:DB00515,ENST00000470036,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000147852,DrugBank:DB09078,VLDLR,lncRNA,Lenvatinib,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000148175,DrugBank:DB00853,STOM,lncRNA,Temozolomide,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000148346,DrugBank:DB00515,ENST00000488391,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000148985,DrugBank:DB00853,PGAP2,lncRNA,Temozolomide,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000149531,DrugBank:DB00853,FRG1B,lncRNA,Temozolomide,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000149557,DrugBank:DB00515,STT3A-AS1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000149557,DrugBank:DB00526,ENST00000532714,lncRNA,Oxaliplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000150687,DrugBank:DB00515,NR_120593,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000151632,DrugBank:DB00515,ENST00000460124,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000153363,DrugBank:DB00526,NR_026761,lncRNA,Oxaliplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000153363,DrugBank:DB00853,LINC00467,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000153786,DrugBank:DB00515,ENST00000569377,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000154608,DrugBank:DB00441,CEP170P1,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000156973,DrugBank:DB00515,NR_110994,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000158270,DrugBank:DB00853,ENST00000580242,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000161960,DrugBank:DB00541,EIF4A1,lncRNA,Vincristine,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000162734,DrugBank:DB00317,PEA15,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000162947,DrugBank:DB00441,AC007364.1,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000162947,DrugBank:DB00515,ENST00000433174,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000163009,DrugBank:DB00441,C2orf48,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000163046,DrugBank:DB00853,ANKRD30BL,lncRNA,Temozolomide,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000163364,DrugBank:DB00441,LINC01116,lncRNA,Gemcitabine,2,2,resistant|sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000163364,DrugBank:DB00853,LINC01116,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000163364,DrugBank:DB00997,LINC01116,lncRNA,Doxorubicin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000163364,DrugBank:DB01259,LINC01116,lncRNA,Lapatinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000163597,DrugBank:DB01229,SNHG16,lncRNA,Paclitaxel,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000163739,DrugBank:DB00317,CXCL1,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000164078,DrugBank:DB00317,MST1R,lncRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000164385,DrugBank:DB00441,LINC01600,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000165338,DrugBank:DB00317,HECTD2,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000165868,DrugBank:DB00441,n344722,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000166595,DrugBank:DB00853,FAM96B,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000166770,DrugBank:DB00515,ZNF667-AS1,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000166770,DrugBank:DB00853,ZNF667-AS1,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000166770,DrugBank:DB01229,ZNF667-AS1,lncRNA,Paclitaxel,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000166770,DrugBank:DB01259,ZNF667-AS1,lncRNA,Lapatinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000167117,DrugBank:DB00441,C17orf73,lncRNA,Gemcitabine,2,2,resistant|sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000167653,DrugBank:DB00515,NR_033343,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000168003,DrugBank:DB00515,ENST00000537508,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000168124,DrugBank:DB00515,ENST00000576468,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000168126,DrugBank:DB00526,OR2W6P,lncRNA,Oxaliplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000168126,DrugBank:DB00544,OR2W6P,lncRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000168143,DrugBank:DB01259,FAM83B,lncRNA,Lapatinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000168209,DrugBank:DB00441,RP11-442H21.2,lncRNA,Gemcitabine,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000168209,DrugBank:DB08865,RP11-442H21.2,lncRNA,Crizotinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000168314,DrugBank:DB00853,MOBP,lncRNA,Temozolomide,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000168405,DrugBank:DB00853,CMAHP,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000168405,DrugBank:DB01248,NONHSAG043194,lncRNA,Docetaxel,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000168746,DrugBank:DB00441,LINC01430,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000169429,DrugBank:DB00515,ENST00000483500,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000169519,DrugBank:DB00515,ENSG00000255322,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000169826,DrugBank:DB00317,CSGALNACT2,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000170161,DrugBank:DB08865,RP11-262H14.4,lncRNA,Crizotinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000170345,DrugBank:DB00515,ENST00000556324,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000170468,DrugBank:DB00441,AC005280.1,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000170846,DrugBank:DB00317,AC093323.3,lncRNA,Gefitinib,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000170919,DrugBank:DB08865,TPT1-AS1,lncRNA,Crizotinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000171236,DrugBank:DB01006,LRG1,lncRNA,Letrozole,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000171658,DrugBank:DB00441,LOC344887,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000171889,DrugBank:DB00441,MIR31HG,lncRNA,Gemcitabine,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000172197,DrugBank:DB00317,MBOAT1,lncRNA,Gefitinib,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000172250,DrugBank:DB00515,NR_027786,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000172456,DrugBank:DB00515,NR_103473,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000172671,DrugBank:DB00515,NR_104256,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000172965,DrugBank:DB00441,MIR4435-1HG,lncRNA,Gemcitabine,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000172965,DrugBank:DB00515,ENSG00000172965,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000172965,DrugBank:DB00526,MIR4435-2HG,lncRNA,Oxaliplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000172965,DrugBank:DB00544,MIR4435-2HG,lncRNA,Fluorouracil,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000172965,DrugBank:DB00853,MIR4435-1HG,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000173334,DrugBank:DB00515,ENST00000521778,lncRNA,Cisplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000173727,DrugBank:DB00526,AP000769.1,lncRNA,Oxaliplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000173727,DrugBank:DB00544,AP000769.1,lncRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000174171,DrugBank:DB00441,RP11-23P13.6,lncRNA,Gemcitabine,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000174943,DrugBank:DB00515,CTD-2574D22.4,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000175061,DrugBank:DB00526,LRRC75A-AS1,lncRNA,Oxaliplatin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000175061,DrugBank:DB00544,LRRC75A-AS1,lncRNA,Fluorouracil,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000175061,DrugBank:DB00853,C17orf76-AS1,lncRNA,Temozolomide,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000175147,DrugBank:DB00441,n407667,lncRNA,Gemcitabine,2,2,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000175170,DrugBank:DB00853,lnc-FAM182B-8,lncRNA,Temozolomide,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000175215,DrugBank:DB00515,ENST00000547169,lncRNA,Cisplatin,1,1,resistant,RNA-seq,High,approved,,
ENSEMBL:ENSG00000175470,DrugBank:DB00997,PPP2R2D,lncRNA,Doxorubicin,1,1,sensitive,RNA-seq,High,approved,,
ENSEMBL:ENSG00000175611,DrugBank:DB00515,ENST00000427259,lncRNA,Cisplatin,1,1,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000175764,DrugBank:DB00515,TTLL11-IT1,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000175772,DrugBank:DB00441,LINC01106,lncRNA,Gemcitabine,2,2,resistant,Microarray,High,approved,,
ENSEMBL:ENSG00000175772,DrugBank:DB00515,LINC01106,lncRNA,Cisplatin,1,1,sensitive,Microarray,High,approved,,
ENSEMBL:ENSG00000175772,DrugBank:DB00526,LINC01106,lncRNA,Oxaliplatin,1,1,sensitive,RNA-seq,High,approved,,
