ncrnaId,phenotypeId,ncrnaName,ncrnaType,phenotypeName,drugCount,pmidCount,effects,levels,targetGenes,pathways
ENSEMBL:ENSG00000002079,PHENO:Hypopharyngeal Cancer,lnc-ARPC1A-5,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000002079,PHENO:Pancreatic Cancer,MYH16,lncRNA,Pancreatic Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000005206,PHENO:Non-Small Cell Lung Cancer,SPPL2B,lncRNA,Non-Small Cell Lung Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000010704,PHENO:Glioblastoma,HLA-H,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000010704,PHENO:Pancreatic Cancer,HLA-H,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000012171,PHENO:Non-Small Cell Lung Cancer,SEMA3B,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000021355,PHENO:Glioblastoma,SERPINB1,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000038382,PHENO:Non-Small Cell Lung Cancer,TRIO,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000049192,PHENO:Non-Small Cell Lung Cancer,ADAMTS6,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000060971,PHENO:Cervical Cancer,ENST00000480865,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000065665,PHENO:Hypopharyngeal Cancer,NR_024577,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000070540,PHENO:Non-Small Cell Lung Cancer,WIPI1,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000073756,PHENO:Cervical Cancer,ENST00000490885,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000076043,PHENO:Cervical Cancer,ENST00000544507,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000078319,PHENO:Glioblastoma,PMS2P1,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000078319,PHENO:osteosarcoma,uc010lgv.1,lncRNA,osteosarcoma,1,1,resistant,High,,
ENSEMBL:ENSG00000080709,PHENO:Hypopharyngeal Cancer,lnc-KCNN2-2,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000080854,PHENO:Hypopharyngeal Squamous Cell Carcinoma,MIR4697HG,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000080854,PHENO:lung squamous cell carcinoma,LOC283174,lncRNA,lung squamous cell carcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000088340,PHENO:Hypopharyngeal Cancer,NR_119376,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000088826,PHENO:Cervical Cancer,ENST00000484515,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000091986,PHENO:Glioblastoma,LINC01279,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000091986,PHENO:Non-Small Cell Lung Cancer,LINC01279,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000092847,PHENO:Hypopharyngeal Squamous Cell Carcinoma,AGO1,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000095383,PHENO:Non-Small Cell Lung Cancer,TBC1D2,lncRNA,Non-Small Cell Lung Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000099869,PHENO:Lung Adenocarcinoma,IGF2-AS,lncRNA,Lung Adenocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000101391,PHENO:Cervical Cancer,ENST00000461356,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000102309,PHENO:Hypopharyngeal Cancer,NR_033187,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000103227,PHENO:Glioblastoma,LMF1,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000103472,PHENO:Pancreatic Cancer,RRN3P2,lncRNA,Pancreatic Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000103978,PHENO:Cervical Cancer,ENST00000562946,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000104375,PHENO:Hypopharyngeal Squamous Cell Carcinoma,ENSG00000254267,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000104756,PHENO:Hypopharyngeal Squamous Cell Carcinoma,KCTD9,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000105568,PHENO:Cervical Cancer,ENST00000468280,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000105655,PHENO:Non-Small Cell Lung Cancer,ISYNA1,lncRNA,Non-Small Cell Lung Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000105889,PHENO:Gastric Cancer,AC002480.2,lncRNA,Gastric Cancer,2,1,resistant,High,,
ENSEMBL:ENSG00000106031,PHENO:Hepatocellular Carcinoma,HOXA13,lncRNA,Hepatocellular Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000108370,PHENO:Hypopharyngeal Cancer,NR_110801,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000111275,PHENO:Pancreatic Cancer,ENST00000551450,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000111817,PHENO:Non-Small Cell Lung Cancer,DSE,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000112541,PHENO:Glioblastoma,LINC00473,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000112541,PHENO:Ovarian Cancer,LINC00473,lncRNA,Ovarian Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000113387,PHENO:Cervical Cancer,ENST00000504789,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000114374,PHENO:Pancreatic Cancer,TTTY15,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000114554,PHENO:Cervical Cancer,ENST00000503234,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000116883,PHENO:Cholangiocarcinoma,RP11-268J15.5,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000117318,PHENO:Cervical Cancer,ENST00000463312,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000121716,PHENO:Glioblastoma,PILRB,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000122548,PHENO:Cholangiocarcinoma,KIAA0087,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000122694,PHENO:Glioblastoma,GLIPR2,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000122694,PHENO:Non-Small Cell Lung Cancer,GLIPR2,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000123358,PHENO:Cervical Cancer,ENST00000550557,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000123607,PHENO:Hypopharyngeal Cancer,NR_045375,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000124224,PHENO:Gastric Cancer,PPP4R1L,lncRNA,Gastric Cancer,2,1,resistant,High,,
ENSEMBL:ENSG00000124224,PHENO:Glioblastoma,PPP4R1L,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000124813,PHENO:Glioblastoma,RUNX2,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000124813,PHENO:Hypopharyngeal Cancer,lnc-ENPP4-3,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000125124,PHENO:Hypopharyngeal Cancer,ENST00000618027,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000125462,PHENO:Hypopharyngeal Cancer,ENST00000441085,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000125804,PHENO:Glioma,FAM182A,lncRNA,Glioma,1,1,resistant,High,,
ENSEMBL:ENSG00000127124,PHENO:Glioblastoma,HIVEP3,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000127241,PHENO:Glioma,MASP1,lncRNA,Glioma,1,1,resistant,High,,
ENSEMBL:ENSG00000127399,PHENO:Cervical Cancer,ENST00000471872,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000127533,PHENO:Glioblastoma,PAR4,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000128254,PHENO:Epithelial Ovarian Cancer,C22orf24,lncRNA,Epithelial Ovarian Cancer,2,1,resistant,High,,
ENSEMBL:ENSG00000130338,PHENO:Pancreatic Cancer,ENST00000432358,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000130487,PHENO:Hypopharyngeal Cancer,lnc-KLHDC7B-1,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000130600,PHENO:Cholangiocarcinoma,H19,lncRNA,Cholangiocarcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000130600,PHENO:Endometrial Cancer,H19,lncRNA,Endometrial Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000130600,PHENO:Glioblastoma,H19,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000130600,PHENO:Hypopharyngeal Squamous Cell Carcinoma,ENSG00000130600,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000130600,PHENO:Leukemia,H19,lncRNA,Leukemia,1,1,resistant,High,,
ENSEMBL:ENSG00000130600,PHENO:Non-Small Cell Lung Cancer,H19,lncRNA,Non-Small Cell Lung Cancer,3,2,sensitive,High,,EGFR-AKT pathway
ENSEMBL:ENSG00000130600,PHENO:Pan-Cancer,H19,lncRNA,Pan-Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000131007,PHENO:Hypopharyngeal Cancer,TTTY9B,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000131061,PHENO:Non-Small Cell Lung Cancer,ZNF341,lncRNA,Non-Small Cell Lung Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000131484,PHENO:Hypopharyngeal Cancer,ENST00000588189,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000132429,PHENO:Non-Small Cell Lung Cancer,POPDC3,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000132507,PHENO:Cervical Cancer,ENST00000575001,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000132832,PHENO:Glioblastoma,LOC79015,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000132832,PHENO:Hypopharyngeal Cancer,lnc-ADA-3,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000132837,PHENO:Hypopharyngeal Cancer,NR_104003,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000133477,PHENO:Pancreatic Cancer,LOC100130899,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000134759,PHENO:Cervical Cancer,ENST00000535093,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000135164,PHENO:Leukemia,DMTF1,lncRNA,Leukemia,1,1,resistant,High,,
ENSEMBL:ENSG00000136874,PHENO:Hypopharyngeal Squamous Cell Carcinoma,STX17,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000137103,PHENO:Lung Adenocarcinoma,LINC00950,lncRNA,Lung Adenocarcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000137693,PHENO:Cervical Cancer,ENST00000528834,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000137936,PHENO:Hypopharyngeal Squamous Cell Carcinoma,ENSG00000230439,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000138193,PHENO:Hypopharyngeal Cancer,ENST00000432707,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000138771,PHENO:Pancreatic Cancer,ENST00000425645,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000139239,PHENO:Gastric Cancer,RPL14P1,lncRNA,Gastric Cancer,2,1,sensitive,High,,
ENSEMBL:ENSG00000139641,PHENO:Cervical Cancer,ENST00000550515,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000140350,PHENO:Cervical Cancer,ENST00000486054,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000140400,PHENO:Hepatocellular Carcinoma,ENST00000563660,lncRNA,Hepatocellular Carcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000140931,PHENO:Non-Small Cell Lung Cancer,CMTM3,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000141028,PHENO:Hypopharyngeal Cancer,NR_003261,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000141524,PHENO:Lung Adenocarcinoma,TNRC6C-AS1,lncRNA,Lung Adenocarcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000141524,PHENO:Pancreatic Cancer,n411602,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000143429,PHENO:osteosarcoma,uc002sts.4,lncRNA,osteosarcoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000144158,PHENO:Hepatocellular Carcinoma,ENST00000272567,lncRNA,Hepatocellular Carcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000145592,PHENO:Glioblastoma,LOC100506548,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000145990,PHENO:Hypopharyngeal Cancer,NR_038459,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000146521,PHENO:Cholangiocarcinoma,LINC01558,lncRNA,Cholangiocarcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000146521,PHENO:Epithelial Ovarian Cancer,C6orf123,lncRNA,Epithelial Ovarian Cancer,2,1,resistant,High,,
ENSEMBL:ENSG00000146674,PHENO:Hypopharyngeal Squamous Cell Carcinoma,IGFBP3,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000146729,PHENO:Cervical Cancer,ENST00000470036,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000147852,PHENO:Hepatocellular Carcinoma,VLDLR,lncRNA,Hepatocellular Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000148175,PHENO:Glioblastoma,STOM,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000148346,PHENO:Cervical Cancer,ENST00000488391,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000148985,PHENO:Glioblastoma,PGAP2,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000149531,PHENO:Glioblastoma,FRG1B,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000149557,PHENO:Hepatocellular Carcinoma,ENST00000532714,lncRNA,Hepatocellular Carcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000149557,PHENO:Hypopharyngeal Cancer,STT3A-AS1,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000150687,PHENO:Hypopharyngeal Cancer,NR_120593,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000151632,PHENO:Cervical Cancer,ENST00000460124,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000153363,PHENO:Glioblastoma,LINC00467,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000153363,PHENO:Hepatocellular Carcinoma,NR_026761,lncRNA,Hepatocellular Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000153786,PHENO:Cervical Cancer,ENST00000569377,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000154608,PHENO:Pancreatic Cancer,CEP170P1,lncRNA,Pancreatic Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000156973,PHENO:Hypopharyngeal Cancer,NR_110994,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000158270,PHENO:Glioma,ENST00000580242,lncRNA,Glioma,1,1,resistant,High,,
ENSEMBL:ENSG00000161960,PHENO:colon cancer,EIF4A1,lncRNA,colon cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000162734,PHENO:Non-Small Cell Lung Cancer,PEA15,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000162947,PHENO:Cholangiocarcinoma,AC007364.1,lncRNA,Cholangiocarcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000162947,PHENO:Hypopharyngeal Cancer,ENST00000433174,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000163009,PHENO:Cholangiocarcinoma,C2orf48,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000163046,PHENO:Glioblastoma,ANKRD30BL,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000163364,PHENO:Cholangiocarcinoma,LINC01116,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000163364,PHENO:Glioblastoma,LINC01116,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000163364,PHENO:Pan-Cancer,LINC01116,lncRNA,Pan-Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000163364,PHENO:Pancreatic Cancer,LOC375295,lncRNA,Pancreatic Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000163364,PHENO:osteosarcoma,LINC01116,lncRNA,osteosarcoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000163597,PHENO:Endometrial Cancer,SNHG16,lncRNA,Endometrial Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000163739,PHENO:Non-Small Cell Lung Cancer,CXCL1,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000164078,PHENO:Non-Small Cell Lung Cancer,MST1R,lncRNA,Non-Small Cell Lung Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000164385,PHENO:Cholangiocarcinoma,LINC01600,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000165338,PHENO:Non-Small Cell Lung Cancer,HECTD2,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000165868,PHENO:Pancreatic Cancer,n344722,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000166595,PHENO:Glioblastoma,FAM96B,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000166770,PHENO:Glioblastoma,ZNF667-AS1,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000166770,PHENO:Ovarian Cancer,ZNF667-AS1,lncRNA,Ovarian Cancer,2,1,sensitive,High,,
ENSEMBL:ENSG00000166770,PHENO:Pan-Cancer,ZNF667-AS1,lncRNA,Pan-Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000167117,PHENO:Cholangiocarcinoma,LINC00483,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000167117,PHENO:Pancreatic Cancer,C17orf73,lncRNA,Pancreatic Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000167653,PHENO:Hypopharyngeal Cancer,NR_033343,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000168003,PHENO:Cervical Cancer,ENST00000537508,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000168124,PHENO:Hypopharyngeal Cancer,ENST00000576468,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000168126,PHENO:Gastric Cancer,OR2W6P,lncRNA,Gastric Cancer,2,1,sensitive,High,,
ENSEMBL:ENSG00000168143,PHENO:Pan-Cancer,FAM83B,lncRNA,Pan-Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000168209,PHENO:Non-Small Cell Lung Cancer,RP11-442H21.2,lncRNA,Non-Small Cell Lung Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000168209,PHENO:Pancreatic Cancer,RP11-442H21.2,lncRNA,Pancreatic Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000168314,PHENO:Glioblastoma,MOBP,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000168405,PHENO:Breast Cancer,NONHSAG043194,lncRNA,Breast Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000168405,PHENO:Glioblastoma,CMAHP,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000168746,PHENO:Cholangiocarcinoma,LINC01430,lncRNA,Cholangiocarcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000169429,PHENO:Cervical Cancer,ENST00000483500,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000169519,PHENO:Hypopharyngeal Squamous Cell Carcinoma,ENSG00000255322,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000169826,PHENO:Non-Small Cell Lung Cancer,CSGALNACT2,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000170161,PHENO:Non-Small Cell Lung Cancer,RP11-262H14.4,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000170345,PHENO:Cervical Cancer,ENST00000556324,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000170468,PHENO:Cholangiocarcinoma,AC005280.1,lncRNA,Cholangiocarcinoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000170846,PHENO:Non-Small Cell Lung Cancer,AC093323.3,lncRNA,Non-Small Cell Lung Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000170919,PHENO:Non-Small Cell Lung Cancer,TPT1-AS1,lncRNA,Non-Small Cell Lung Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000171236,PHENO:Breast Cancer,LRG1,lncRNA,Breast Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000171658,PHENO:Pancreatic Cancer,LOC344887,lncRNA,Pancreatic Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000171889,PHENO:Pancreatic Cancer,MIR31HG,lncRNA,Pancreatic Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000172197,PHENO:Non-Small Cell Lung Cancer,MBOAT1,lncRNA,Non-Small Cell Lung Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000172250,PHENO:Hypopharyngeal Cancer,NR_027786,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000172456,PHENO:Hypopharyngeal Cancer,NR_103473,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000172671,PHENO:Hypopharyngeal Cancer,NR_104256,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000172965,PHENO:Cholangiocarcinoma,MIR4435-1HG,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000172965,PHENO:Gastric Cancer,MIR4435-2HG,lncRNA,Gastric Cancer,2,1,resistant,High,,
ENSEMBL:ENSG00000172965,PHENO:Glioblastoma,MIR4435-1HG,lncRNA,Glioblastoma,1,1,resistant,High,,
ENSEMBL:ENSG00000172965,PHENO:Hypopharyngeal Squamous Cell Carcinoma,ENSG00000172965,lncRNA,Hypopharyngeal Squamous Cell Carcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000173334,PHENO:Cervical Cancer,ENST00000521778,lncRNA,Cervical Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000173727,PHENO:Gastric Cancer,AP000769.1,lncRNA,Gastric Cancer,2,1,sensitive,High,,
ENSEMBL:ENSG00000174171,PHENO:Pancreatic Cancer,RP11-23P13.6,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000174943,PHENO:Ovarian Cancer,CTD-2574D22.4,lncRNA,Ovarian Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000175061,PHENO:Gastric Cancer,LRRC75A-AS1,lncRNA,Gastric Cancer,2,1,sensitive,High,,
ENSEMBL:ENSG00000175061,PHENO:Glioblastoma,C17orf76-AS1,lncRNA,Glioblastoma,1,1,sensitive,High,,
ENSEMBL:ENSG00000175147,PHENO:Cholangiocarcinoma,TMEM51-AS1,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000175147,PHENO:Pancreatic Cancer,n407667,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000175170,PHENO:Glioma,lnc-FAM182B-8,lncRNA,Glioma,1,1,resistant,High,,
ENSEMBL:ENSG00000175215,PHENO:Cervical Cancer,ENST00000547169,lncRNA,Cervical Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000175470,PHENO:Leukemia,PPP2R2D,lncRNA,Leukemia,1,1,sensitive,High,,
ENSEMBL:ENSG00000175611,PHENO:Hypopharyngeal Cancer,ENST00000427259,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000175764,PHENO:Hypopharyngeal Cancer,TTLL11-IT1,lncRNA,Hypopharyngeal Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000175772,PHENO:Cholangiocarcinoma,LINC01106,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
ENSEMBL:ENSG00000175772,PHENO:Gastric Cancer,LINC01106,lncRNA,Gastric Cancer,2,1,sensitive,High,,
ENSEMBL:ENSG00000175772,PHENO:Glioblastoma,LINC01106,lncRNA,Glioblastoma,1,2,resistant|sensitive,High,,
ENSEMBL:ENSG00000175772,PHENO:Ovarian Cancer,LINC01106,lncRNA,Ovarian Cancer,1,1,sensitive,High,,
ENSEMBL:ENSG00000175772,PHENO:Pancreatic Cancer,LOC151009,lncRNA,Pancreatic Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000175773,PHENO:Hypopharyngeal Cancer,ENST00000616197,lncRNA,Hypopharyngeal Cancer,1,1,resistant,High,,
ENSEMBL:ENSG00000175911,PHENO:Cholangiocarcinoma,AC127496.1,lncRNA,Cholangiocarcinoma,1,1,resistant,High,,
