drugId,diseaseId,max_phase,labels,statuses
CHEMBL1200814,MONDO_0001744,4.0,angle-closure glaucoma,
CHEMBL1200814,MONDO_0005041,4.0,glaucoma,
CHEMBL1200822,HP_0004308,4.0,Ventricular arrhythmia,
CHEMBL1200825,EFO_0003890,4.0,drug dependence,
CHEMBL1200825,EFO_0005611,4.0,opioid dependence,
CHEMBL1200825,HP_0012531,4.0,Pain,Terminated
CHEMBL1200826,EFO_0009963,4.0,bipolar I disorder,Completed | Unknown status | Withdrawn
CHEMBL1200826,MONDO_0002009,4.0,major depressive disorder,Completed | Terminated
CHEMBL1200826,MONDO_0002050,4.0,depressive disorder,Completed | Recruiting | Terminated | Unknown status
CHEMBL1200826,MONDO_0004985,4.0,bipolar disorder,Recruiting | Terminated | Unknown status | Withdrawn | Completed
CHEMBL1200843,MP_0001914,4.0,hemorrhage,Completed
CHEMBL1200845,EFO_0000701,4.0,skin disease,
CHEMBL1200848,EFO_0003917,4.0,premature birth,Completed
CHEMBL1200862,EFO_0000239,4.0,adrenal gland pheochromocytoma,
CHEMBL1200865,EFO_0005752,4.0,eye inflammation,
CHEMBL1200865,EFO_0007141,4.0,allergic conjunctivitis,Completed
CHEMBL1200865,EFO_1000811,4.0,anterior uveitis,
CHEMBL1200865,EFO_1000906,4.0,dry eye syndrome,Completed | Withdrawn
CHEMBL1200865,MP_0001845,4.0,inflammation,Completed
CHEMBL1200870,EFO_0004190,4.0,open-angle glaucoma,Completed
CHEMBL1200870,EFO_1001069,4.0,ocular hypertension,
CHEMBL1200870,MONDO_0005041,4.0,glaucoma,Completed | Terminated
CHEMBL1200878,MONDO_0005178,4.0,osteoarthritis,Unknown status
CHEMBL1200879,EFO_0000275,4.0,atrial fibrillation,Completed
CHEMBL1200879,EFO_0000612,4.0,myocardial infarction,
CHEMBL1200879,EFO_0000712,4.0,stroke,
CHEMBL1200879,EFO_0003827,4.0,pulmonary embolism,
CHEMBL1200879,HP_0001907,4.0,Thromboembolism,
CHEMBL1200879,HP_0004936,4.0,Venous thrombosis,
CHEMBL1200885,EFO_0000555,4.0,irritable bowel syndrome,
CHEMBL1200890,EFO_0003890,4.0,drug dependence,
CHEMBL1200890,HP_0012531,4.0,Pain,Enrolling by invitation | Completed | Not yet recruiting
CHEMBL1200890,HP_0012532,4.0,Chronic pain,
CHEMBL1200908,EFO_0000676,4.0,psoriasis,Terminated | Completed | Not yet recruiting | Recruiting
CHEMBL1200908,EFO_0000701,4.0,skin disease,
CHEMBL1200908,EFO_1001494,4.0,psoriasis vulgaris,
CHEMBL1200912,EFO_0001073,4.0,obesity,
CHEMBL1200927,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1200927,EFO_0005531,4.0,urticaria,
CHEMBL1200927,EFO_0005532,4.0,angioedema,
CHEMBL1200927,EFO_0007141,4.0,allergic conjunctivitis,
CHEMBL1200927,EFO_0007533,4.0,vasomotor rhinitis,
CHEMBL1200927,EFO_1001417,4.0,"Rhinitis, Allergic, Perennial",
CHEMBL1200934,EFO_0003894,4.0,acne,Completed
CHEMBL1200935,EFO_0006865,4.0,urgency urinary incontinence,
CHEMBL1200935,EFO_1000781,4.0,overactive bladder,
CHEMBL1200940,EFO_0004888,4.0,post operative nausea and vomiting,Completed
CHEMBL1200940,EFO_1000948,4.0,gastroparesis,
CHEMBL1200940,HP_0002013,4.0,Vomiting,
CHEMBL1200940,HP_0002017,4.0,Nausea and vomiting,
CHEMBL1200940,HP_0002039,4.0,Anorexia,
CHEMBL1200940,MONDO_0004992,4.0,cancer,
CHEMBL1200950,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL1200953,EFO_0000701,4.0,skin disease,
CHEMBL1200959,MONDO_0005271,4.0,allergic disease,
CHEMBL1200961,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1200961,EFO_0007214,4.0,common cold,
CHEMBL1200961,EFO_0007486,4.0,sinusitis,
CHEMBL1200961,HP_0001742,4.0,Nasal congestion,
CHEMBL1200961,HP_0012735,4.0,Cough,
CHEMBL1200961,MONDO_0005271,4.0,allergic disease,
CHEMBL1200963,EFO_0004190,4.0,open-angle glaucoma,Completed
CHEMBL1200963,EFO_1001069,4.0,ocular hypertension,Completed
CHEMBL1200963,MONDO_0003037,4.0,hypotrichosis,Completed
CHEMBL1200963,MONDO_0005041,4.0,glaucoma,Completed
CHEMBL1200974,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1200974,EFO_0005531,4.0,urticaria,
CHEMBL1200974,EFO_0005532,4.0,angioedema,
CHEMBL1200974,EFO_0007141,4.0,allergic conjunctivitis,
CHEMBL1200974,EFO_0007533,4.0,vasomotor rhinitis,
CHEMBL1200974,EFO_1001417,4.0,"Rhinitis, Allergic, Perennial",
CHEMBL1200976,EFO_0000222,4.0,acute myeloid leukemia,Unknown status
CHEMBL1200977,EFO_0003144,4.0,heart failure,
CHEMBL1200980,EFO_0003882,4.0,osteoporosis,
CHEMBL1200980,EFO_0004266,4.0,primary ovarian insufficiency,
CHEMBL1200980,EFO_1000096,4.0,Atrophy,
CHEMBL1200980,GO_0042697,4.0,menopause,
CHEMBL1200980,MONDO_0002146,4.0,hypogonadism,
CHEMBL1200986,MONDO_0005090,4.0,schizophrenia,Completed | Terminated
CHEMBL1200987,EFO_0000537,4.0,hypertension,
CHEMBL1200989,EFO_0000701,4.0,skin disease,
CHEMBL1200989,EFO_0005752,4.0,eye inflammation,
CHEMBL1201,EFO_0005407,4.0,psychosis,
CHEMBL1201,MONDO_0005090,4.0,schizophrenia,
CHEMBL1201003,MONDO_0005277,4.0,migraine disorder,
CHEMBL1201006,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL1201011,EFO_0000400,4.0,diabetes mellitus,
CHEMBL1201011,EFO_0000537,4.0,hypertension,Completed
CHEMBL1201011,EFO_0000712,4.0,stroke,
CHEMBL1201011,EFO_0003144,4.0,heart failure,
CHEMBL1201011,EFO_1002048,4.0,kidney failure,
CHEMBL1201012,EFO_0000701,4.0,skin disease,
CHEMBL1201013,EFO_0000729,4.0,ulcerative colitis,
CHEMBL1201014,EFO_0000341,4.0,chronic obstructive pulmonary disease,
CHEMBL1201014,EFO_0000565,4.0,leukemia,
CHEMBL1201014,EFO_0000768,4.0,idiopathic pulmonary fibrosis,
CHEMBL1201014,EFO_0004255,4.0,nephrotic syndrome,
CHEMBL1201014,EFO_0005854,4.0,allergic rhinitis,
CHEMBL1201014,EFO_0007141,4.0,allergic conjunctivitis,Completed
CHEMBL1201014,EFO_1001231,4.0,uveitis,
CHEMBL1201014,HP_0000559,4.0,Corneal scarring,
CHEMBL1201014,MONDO_0002280,4.0,anemia,
CHEMBL1201014,MONDO_0004979,4.0,asthma,Completed
CHEMBL1201014,MONDO_0005301,4.0,multiple sclerosis,
CHEMBL1201014,MP_0001845,4.0,inflammation,
CHEMBL1201023,MONDO_0005180,4.0,Parkinson disease,
CHEMBL1201027,EFO_0000341,4.0,chronic obstructive pulmonary disease,Completed | Recruiting | Withdrawn
CHEMBL1201027,EFO_0006505,4.0,chronic bronchitis,
CHEMBL1201027,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL1201027,HP_0006536,4.0,Airway obstruction,
CHEMBL1201032,MONDO_0005277,4.0,migraine disorder,Completed | Not yet recruiting
CHEMBL1201044,HP_0011499,4.0,Mydriasis,
CHEMBL1201057,EFO_0000465,4.0,endocarditis,
CHEMBL1201057,EFO_0000544,4.0,infection,Completed
CHEMBL1201057,EFO_0003103,4.0,urinary tract infection,
CHEMBL1201057,EFO_0003106,4.0,pneumonia,Completed
CHEMBL1201057,HP_0100806,4.0,Sepsis,
CHEMBL1201061,MONDO_0004979,4.0,asthma,Completed
CHEMBL1201063,EFO_0000275,4.0,atrial fibrillation,
CHEMBL1201063,HP_0004308,4.0,Ventricular arrhythmia,
CHEMBL1201066,EFO_0004262,4.0,panic disorder,
CHEMBL1201066,EFO_0006788,4.0,anxiety disorder,
CHEMBL1201066,EFO_1001917,4.0,social anxiety disorder,Completed
CHEMBL1201066,MONDO_0002009,4.0,major depressive disorder,Completed | Recruiting | Terminated | Unknown status | Withdrawn
CHEMBL1201066,MONDO_0002050,4.0,depressive disorder,Completed | Recruiting | Terminated | Unknown status
CHEMBL1201081,EFO_0000565,4.0,leukemia,
CHEMBL1201081,EFO_0000574,4.0,lymphoma,
CHEMBL1201081,EFO_0000685,4.0,rheumatoid arthritis,Completed
CHEMBL1201081,EFO_1001222,4.0,type III hypersensitivity reaction disease,
CHEMBL1201081,MONDO_0002280,4.0,anemia,
CHEMBL1201081,MONDO_0002406,4.0,dermatitis,
CHEMBL1201081,MONDO_0004979,4.0,asthma,Completed
CHEMBL1201081,MONDO_0005301,4.0,multiple sclerosis,Completed
CHEMBL1201082,EFO_0004242,4.0,obsessive-compulsive disorder,
CHEMBL1201082,EFO_0009963,4.0,bipolar I disorder,
CHEMBL1201082,MONDO_0002009,4.0,major depressive disorder,Unknown status
CHEMBL1201082,MONDO_0004985,4.0,bipolar disorder,
CHEMBL1201087,MONDO_0005180,4.0,Parkinson disease,Completed | Terminated
CHEMBL1201101,EFO_0000616,4.0,neoplasm,
CHEMBL1201101,EFO_1001078,4.0,orchitis,
CHEMBL1201101,MONDO_0002146,4.0,hypogonadism,Completed
CHEMBL1201108,EFO_0003144,4.0,heart failure,
CHEMBL1201109,EFO_0000274,4.0,atopic eczema,Completed
CHEMBL1201109,EFO_0000701,4.0,skin disease,
CHEMBL1201109,EFO_0005752,4.0,eye inflammation,
CHEMBL1201115,EFO_0000537,4.0,hypertension,
CHEMBL1201129,EFO_0000198,4.0,myelodysplastic syndrome,Terminated | Unknown status
CHEMBL1201129,EFO_0000616,4.0,neoplasm,
CHEMBL1201129,EFO_0003811,4.0,refractory anemia with excess blasts,
CHEMBL1201129,EFO_1001779,4.0,chronic myelomonocytic leukemia,
CHEMBL1201129,MONDO_0004643,4.0,myeloid leukemia,
CHEMBL1201134,EFO_0000555,4.0,irritable bowel syndrome,
CHEMBL1201134,HP_0002019,4.0,Constipation,Completed | Terminated
CHEMBL1201134,MONDO_0002203,4.0,constipation disorder,
CHEMBL1201139,EFO_0000616,4.0,neoplasm,
CHEMBL1201139,HP_0002039,4.0,Anorexia,
CHEMBL1201139,HP_0004326,4.0,Cachexia,Withdrawn
CHEMBL1201139,MONDO_0003778,4.0,inborn error of immunity,
CHEMBL1201139,MONDO_0004992,4.0,cancer,Not yet recruiting
CHEMBL1201142,MONDO_0005180,4.0,Parkinson disease,Completed
CHEMBL1201146,EFO_0001065,4.0,endometriosis,
CHEMBL1201146,EFO_0003894,4.0,acne,
CHEMBL1201150,MONDO_0005277,4.0,migraine disorder,Completed
CHEMBL1201155,MONDO_0005090,4.0,schizophrenia,
CHEMBL1201162,EFO_0004190,4.0,open-angle glaucoma,
CHEMBL1201162,EFO_1001069,4.0,ocular hypertension,Completed
CHEMBL1201162,MONDO_0005041,4.0,glaucoma,Unknown status | Completed
CHEMBL1201163,HP_0012531,4.0,Pain,Terminated | Completed | Enrolling by invitation
CHEMBL1201173,EFO_0005752,4.0,eye inflammation,
CHEMBL1201174,MONDO_0005148,4.0,type 2 diabetes mellitus,Completed
CHEMBL1201177,MONDO_0005041,4.0,glaucoma,
CHEMBL1201178,EFO_0003888,4.0,attention deficit hyperactivity disorder,Not yet recruiting | Completed
CHEMBL1201178,EFO_0003890,4.0,drug dependence,
CHEMBL1201178,MONDO_0005041,4.0,glaucoma,
CHEMBL1201179,EFO_0000305,4.0,breast carcinoma,
CHEMBL1201179,MONDO_0007254,4.0,breast cancer,
CHEMBL1201182,EFO_0000616,4.0,neoplasm,
CHEMBL1201182,EFO_0000681,4.0,renal cell carcinoma,
CHEMBL1201182,EFO_1001469,4.0,Mantle cell lymphoma,
CHEMBL1201184,EFO_1000852,4.0,carcinoid syndrome,
CHEMBL1201184,EFO_1001485,4.0,acromegaly,
CHEMBL1201190,EFO_0000701,4.0,skin disease,
CHEMBL1201190,EFO_0003956,4.0,seasonal allergic rhinitis,Completed
CHEMBL1201190,EFO_0005531,4.0,urticaria,Unknown status
CHEMBL1201190,EFO_1001417,4.0,"Rhinitis, Allergic, Perennial",
CHEMBL1201191,MONDO_0005271,4.0,allergic disease,Completed
CHEMBL1201192,EFO_0003888,4.0,attention deficit hyperactivity disorder,
CHEMBL1201192,EFO_0003918,4.0,obstructive sleep apnea,
CHEMBL1201192,EFO_0008568,4.0,Sleep Disorder,
CHEMBL1201192,MONDO_0016158,4.0,narcolepsy-cataplexy syndrome,
CHEMBL1201199,EFO_0000616,4.0,neoplasm,
CHEMBL1201202,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1201203,MONDO_0005180,4.0,Parkinson disease,
CHEMBL1201213,HP_0006536,4.0,Airway obstruction,
CHEMBL1201216,MONDO_0005041,4.0,glaucoma,
CHEMBL1201222,EFO_0003888,4.0,attention deficit hyperactivity disorder,Completed | Not yet recruiting | Terminated
CHEMBL1201229,MONDO_0005041,4.0,glaucoma,
CHEMBL1201232,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL1201237,MONDO_0005041,4.0,glaucoma,
CHEMBL1201245,MONDO_0005271,4.0,allergic disease,
CHEMBL1201247,EFO_0000616,4.0,neoplasm,
CHEMBL1201255,EFO_0000616,4.0,neoplasm,
CHEMBL1201260,EFO_0000537,4.0,hypertension,
CHEMBL1201271,MONDO_0005271,4.0,allergic disease,
CHEMBL1201284,EFO_0005754,4.0,parathyroid disease,
CHEMBL1201286,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL1201287,MONDO_0005271,4.0,allergic disease,
CHEMBL1201295,HP_0006536,4.0,Airway obstruction,
CHEMBL1201325,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL1201334,EFO_0000616,4.0,neoplasm,
CHEMBL1201340,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL1201341,MONDO_0005041,4.0,glaucoma,
CHEMBL1201342,MONDO_0005180,4.0,Parkinson disease,
CHEMBL1201354,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL1201414,EFO_0003907,4.0,deep vein thrombosis,Completed
CHEMBL1201414,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1201419,EFO_0008560,4.0,female infertility,
CHEMBL1201421,EFO_0004683,4.0,wet macular degeneration,Terminated
CHEMBL1201460,EFO_0003907,4.0,deep vein thrombosis,Completed
CHEMBL1201460,EFO_0004286,4.0,venous thromboembolism,Terminated
CHEMBL1201460,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1201460,HP_0004936,4.0,Venous thrombosis,Recruiting
CHEMBL1201464,EFO_0000545,4.0,infertility,Completed
CHEMBL1201464,EFO_0004266,4.0,primary ovarian insufficiency,
CHEMBL1201464,EFO_0008560,4.0,female infertility,
CHEMBL1201464,MONDO_0002146,4.0,hypogonadism,
CHEMBL1201476,EFO_0000612,4.0,myocardial infarction,
CHEMBL1201476,EFO_0003827,4.0,pulmonary embolism,
CHEMBL1201476,EFO_0003907,4.0,deep vein thrombosis,
CHEMBL1201476,EFO_0004286,4.0,venous thromboembolism,Completed
CHEMBL1201476,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1201477,EFO_0000616,4.0,neoplasm,
CHEMBL1201496,EFO_0000400,4.0,diabetes mellitus,Completed | Terminated
CHEMBL1201497,EFO_0000400,4.0,diabetes mellitus,Terminated | Completed | Unknown status | Withdrawn
CHEMBL1201497,MONDO_0005147,4.0,type 1 diabetes mellitus,"Withdrawn | Active, not recruiting | Completed | Terminated | Unknown status"
CHEMBL1201497,MONDO_0005148,4.0,type 2 diabetes mellitus,"Active, not recruiting | Recruiting | Terminated | Completed | Unknown status | Withdrawn"
CHEMBL1201506,EFO_0000222,4.0,acute myeloid leukemia,Completed
CHEMBL1201506,EFO_0000616,4.0,neoplasm,
CHEMBL1201515,EFO_1001485,4.0,acromegaly,Completed | Unknown status
CHEMBL1201533,EFO_0003841,4.0,thyroid neoplasm,Completed
CHEMBL1201533,MONDO_0002108,4.0,thyroid cancer,Completed
CHEMBL1201534,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1201538,EFO_0000400,4.0,diabetes mellitus,
CHEMBL1201550,EFO_0000616,4.0,neoplasm,
CHEMBL1201550,EFO_0002913,4.0,Cutaneous T-cell lymphoma,Completed
CHEMBL1201565,EFO_0003884,4.0,chronic kidney disease,Completed
CHEMBL1201565,EFO_0004272,4.0,anemia (phenotype),Completed | Not yet recruiting | Terminated
CHEMBL1201565,MONDO_0002280,4.0,anemia,
CHEMBL1201565,MONDO_0024327,4.0,chronic renal failure syndrome,Completed
CHEMBL1201566,EFO_0003884,4.0,chronic kidney disease,Completed
CHEMBL1201566,EFO_0004272,4.0,anemia (phenotype),Completed
CHEMBL1201566,MONDO_0002280,4.0,anemia,
CHEMBL1201566,MONDO_0004992,4.0,cancer,
CHEMBL1201567,EFO_0000544,4.0,infection,
CHEMBL1201567,EFO_0000616,4.0,neoplasm,
CHEMBL1201567,MONDO_0001475,4.0,neutropenia,
CHEMBL1201567,MONDO_0004992,4.0,cancer,
CHEMBL1201568,EFO_0000544,4.0,infection,
CHEMBL1201568,EFO_0000616,4.0,neoplasm,Completed
CHEMBL1201568,MONDO_0001475,4.0,neutropenia,
CHEMBL1201568,MONDO_0004992,4.0,cancer,
CHEMBL1201569,HP_0000473,4.0,Torticollis,Completed
CHEMBL1201570,EFO_0000685,4.0,rheumatoid arthritis,Completed
CHEMBL1201572,EFO_0000540,4.0,immune system disease,
CHEMBL1201572,EFO_0000676,4.0,psoriasis,Completed | Terminated | Withdrawn | Recruiting | Unknown status
CHEMBL1201572,EFO_0000685,4.0,rheumatoid arthritis,"Completed | Recruiting | Terminated | Unknown status | Active, not recruiting | Not yet recruiting | Withdrawn"
CHEMBL1201572,EFO_0000706,4.0,spondyloarthropathy,Completed
CHEMBL1201572,EFO_0002609,4.0,juvenile idiopathic arthritis,Unknown status | Completed
CHEMBL1201572,EFO_0003778,4.0,psoriatic arthritis,Completed | Recruiting
CHEMBL1201572,EFO_0003898,4.0,ankylosing spondylitis,Completed | Not yet recruiting | Terminated | Unknown status
CHEMBL1201572,EFO_1001494,4.0,psoriasis vulgaris,Completed
CHEMBL1201572,MONDO_0003937,4.0,spondylitis,
CHEMBL1201576,EFO_0000095,4.0,chronic lymphocytic leukemia,Terminated | Completed | Unknown status
CHEMBL1201576,EFO_0000220,4.0,acute lymphoblastic leukemia,Unknown status | Completed
CHEMBL1201576,EFO_0000616,4.0,neoplasm,
CHEMBL1201576,EFO_0000685,4.0,rheumatoid arthritis,Completed | Terminated
CHEMBL1201576,EFO_0005297,4.0,Granulomatosis with Polyangiitis,Completed | Terminated
CHEMBL1201576,EFO_0005952,4.0,non-Hodgkins lymphoma,Completed | Recruiting | Unknown status
CHEMBL1201576,EFO_1000749,4.0,pemphigus,
CHEMBL1201576,EFO_1000784,4.0,microscopic polyangiitis,Completed
CHEMBL1201577,EFO_0000365,4.0,colorectal adenocarcinoma,
CHEMBL1201577,EFO_0000616,4.0,neoplasm,Recruiting
CHEMBL1201577,EFO_0000707,4.0,squamous cell carcinoma,
CHEMBL1201577,EFO_0004142,4.0,colorectal neoplasm,
CHEMBL1201577,EFO_0004284,4.0,upper aerodigestive tract neoplasm,Terminated
CHEMBL1201577,EFO_0005950,4.0,head and neck neoplasia,
CHEMBL1201577,EFO_0006859,4.0,head and neck malignant neoplasia,Completed
CHEMBL1201580,EFO_0000384,4.0,Crohn's disease,"Active, not recruiting | Completed | Not yet recruiting | Recruiting | Withdrawn | Enrolling by invitation | Terminated | Unknown status"
CHEMBL1201580,EFO_0000540,4.0,immune system disease,
CHEMBL1201580,EFO_0000676,4.0,psoriasis,Completed
CHEMBL1201580,EFO_0000685,4.0,rheumatoid arthritis,"Active, not recruiting | Completed | Recruiting | Unknown status | Not yet recruiting | Terminated"
CHEMBL1201580,EFO_0000729,4.0,ulcerative colitis,Enrolling by invitation | Recruiting | Withdrawn | Completed | Terminated
CHEMBL1201580,EFO_0002609,4.0,juvenile idiopathic arthritis,"Active, not recruiting"
CHEMBL1201580,EFO_0003778,4.0,psoriatic arthritis,Completed | Recruiting
CHEMBL1201580,EFO_0003898,4.0,ankylosing spondylitis,"Active, not recruiting | Terminated | Unknown status | Completed | Not yet recruiting"
CHEMBL1201580,EFO_1000710,4.0,hidradenitis suppurativa,Recruiting | Withdrawn | Completed
CHEMBL1201580,EFO_1001231,4.0,uveitis,"Active, not recruiting | Not yet recruiting"
CHEMBL1201581,EFO_0000384,4.0,Crohn's disease,"Active, not recruiting | Unknown status | Completed | Enrolling by invitation | Not yet recruiting | Recruiting | Terminated | Withdrawn"
CHEMBL1201581,EFO_0000540,4.0,immune system disease,
CHEMBL1201581,EFO_0000676,4.0,psoriasis,Completed
CHEMBL1201581,EFO_0000685,4.0,rheumatoid arthritis,"Terminated | Unknown status | Active, not recruiting | Completed"
CHEMBL1201581,EFO_0000729,4.0,ulcerative colitis,"Active, not recruiting | Completed | Enrolling by invitation | Recruiting | Unknown status | Terminated"
CHEMBL1201581,EFO_0003778,4.0,psoriatic arthritis,Completed
CHEMBL1201581,EFO_0003898,4.0,ankylosing spondylitis,Withdrawn | Completed | Not yet recruiting | Unknown status
CHEMBL1201583,EFO_0000305,4.0,breast carcinoma,Completed
CHEMBL1201583,EFO_0000365,4.0,colorectal adenocarcinoma,
CHEMBL1201583,EFO_0000519,4.0,glioblastoma multiforme,
CHEMBL1201583,EFO_0000616,4.0,neoplasm,Completed | Recruiting
CHEMBL1201583,EFO_0000681,4.0,renal cell carcinoma,
CHEMBL1201583,EFO_0001075,4.0,ovarian carcinoma,Recruiting
CHEMBL1201583,EFO_0003060,4.0,non-small cell lung carcinoma,Completed
CHEMBL1201583,EFO_0003869,4.0,breast neoplasm,
CHEMBL1201583,EFO_0004142,4.0,colorectal neoplasm,Completed
CHEMBL1201583,EFO_0005753,4.0,ocular vascular disease,
CHEMBL1201583,EFO_1001100,4.0,peritoneal neoplasm,
CHEMBL1201583,MONDO_0002974,4.0,cervical cancer,
CHEMBL1201583,MONDO_0005575,4.0,colorectal cancer,Recruiting | Completed | Terminated
CHEMBL1201583,MONDO_0007254,4.0,breast cancer,Completed | Withdrawn
CHEMBL1201583,MONDO_0008170,4.0,ovarian cancer,"Active, not recruiting"
CHEMBL1201585,EFO_0000305,4.0,breast carcinoma,
CHEMBL1201585,EFO_0000616,4.0,neoplasm,
CHEMBL1201585,EFO_0003869,4.0,breast neoplasm,
CHEMBL1201585,MONDO_0001056,4.0,gastric cancer,Terminated
CHEMBL1201585,MONDO_0007254,4.0,breast cancer,Terminated | Completed | Recruiting
CHEMBL1201587,EFO_0000095,4.0,chronic lymphocytic leukemia,
CHEMBL1201587,MONDO_0005301,4.0,multiple sclerosis,Completed
CHEMBL1201589,EFO_0005531,4.0,urticaria,Completed | Withdrawn
CHEMBL1201589,MONDO_0004979,4.0,asthma,Completed | Terminated | Unknown status | Recruiting
CHEMBL1201593,EFO_0000612,4.0,myocardial infarction,Completed
CHEMBL1201593,EFO_0000712,4.0,stroke,Completed
CHEMBL1201593,EFO_0003144,4.0,heart failure,
CHEMBL1201593,EFO_0003827,4.0,pulmonary embolism,Completed | Unknown status
CHEMBL1201593,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1201593,MONDO_0000831,4.0,thrombotic disease,Recruiting | Terminated | Unknown status
CHEMBL1201610,MONDO_0005301,4.0,multiple sclerosis,Completed | Terminated
CHEMBL1201613,EFO_0000400,4.0,diabetes mellitus,Completed
CHEMBL1201619,MP_0001914,4.0,hemorrhage,Completed
CHEMBL1201621,EFO_0000764,4.0,HIV infection,Completed
CHEMBL1201621,EFO_0001379,4.0,endocrine system disease,
CHEMBL1201621,EFO_0003884,4.0,chronic kidney disease,Completed | Terminated
CHEMBL1201621,EFO_0009607,4.0,pituitary gland disease,
CHEMBL1201621,EFO_1001109,4.0,pituitary dwarfism,Completed | Recruiting | Unknown status
CHEMBL1201621,HP_0001510,4.0,Growth delay,Recruiting
CHEMBL1201621,MONDO_0001967,4.0,gonadal dysgenesis,
CHEMBL1201621,MONDO_0008300,4.0,Prader-Willi syndrome,Completed
CHEMBL1201621,MONDO_0015183,4.0,short bowel syndrome,Completed | Terminated
CHEMBL1201621,MONDO_0019499,4.0,Turner syndrome,Completed
CHEMBL1201629,EFO_0000400,4.0,diabetes mellitus,
CHEMBL1201630,EFO_0000400,4.0,diabetes mellitus,
CHEMBL1201631,EFO_0000400,4.0,diabetes mellitus,Terminated | Completed | Not yet recruiting | Recruiting | Unknown status | Withdrawn
CHEMBL1201631,MONDO_0005148,4.0,type 2 diabetes mellitus,"Active, not recruiting | Recruiting | Suspended | Completed | Not yet recruiting | Terminated | Unknown status | Withdrawn"
CHEMBL1201657,EFO_0000275,4.0,atrial fibrillation,
CHEMBL1201657,EFO_0003827,4.0,pulmonary embolism,
CHEMBL1201657,EFO_0003907,4.0,deep vein thrombosis,
CHEMBL1201657,HP_0001907,4.0,Thromboembolism,
CHEMBL1201657,HP_0004936,4.0,Venous thrombosis,
CHEMBL1201662,EFO_0003907,4.0,deep vein thrombosis,
CHEMBL1201662,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1201662,HP_0004936,4.0,Venous thrombosis,
CHEMBL1201666,HP_0001873,4.0,Thrombocytopenia,Withdrawn | Terminated
CHEMBL1201666,HP_0001907,4.0,Thromboembolism,
CHEMBL1201666,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL1201692,EFO_0008560,4.0,female infertility,Completed
CHEMBL1201692,MONDO_0002775,4.0,anovulation,
CHEMBL1201728,MONDO_0002009,4.0,major depressive disorder,Completed
CHEMBL1201729,EFO_0000275,4.0,atrial fibrillation,
