targetId,diseaseId,max_phase,labels,max_score,evidence_count_sum,datatype_ids,datasource_ids
ENSG00000000938,EFO_0000220,4.0,acute lymphoblastic leukemia,0.903724422098834,43,known_drug | literature,chembl | europepmc
ENSG00000000938,EFO_0000339,4.0,chronic myelogenous leukemia,0.9580573757688562,73,literature | known_drug | rna_expression,europepmc | chembl | expression_atlas
ENSG00000000938,EFO_0004289,4.0,lymphoid leukemia,0.7449206373023215,9,known_drug,chembl
ENSG00000001626,HP_0002014,4.0,Diarrhea,0.8710803981444514,22,literature | animal_model | known_drug,europepmc | impc | chembl
ENSG00000001626,MONDO_0009061,4.0,cystic fibrosis,0.998891987634554,12702,literature | animal_model | genetic_association | affected_pathway | genetic_literature | known_drug,europepmc | impc | orphanet | reactome | uniprot_literature | uniprot_variants | eva | chembl | gene_burden | genomics_england
ENSG00000004468,EFO_0000616,4.0,neoplasm,0.986726374355515,992,literature | known_drug,europepmc | chembl
ENSG00000004468,EFO_0001378,4.0,multiple myeloma,0.970193648532521,1518,literature | known_drug,europepmc | chembl
ENSG00000004779,EFO_0000400,4.0,diabetes mellitus,0.9897662699492094,113,literature | known_drug,europepmc | chembl
ENSG00000004779,MONDO_0005148,4.0,type 2 diabetes mellitus,0.9984097546156244,683,known_drug | literature,chembl | europepmc
ENSG00000004948,EFO_0003854,4.0,postmenopausal osteoporosis,0.8648274818127246,10,known_drug | animal_model | literature,chembl | impc | europepmc
ENSG00000007312,EFO_0000403,4.0,diffuse large B-cell lymphoma,0.880303170001723,327,somatic_mutation | known_drug | literature,intogen | eva_somatic | cancer_gene_census | chembl | europepmc
ENSG00000007312,EFO_0000616,4.0,neoplasm,0.7652717538190655,122,literature | known_drug,europepmc | chembl
ENSG00000007314,EFO_0000275,4.0,atrial fibrillation,0.9327406066763676,38,literature | known_drug,europepmc | chembl
ENSG00000007314,EFO_0000474,4.0,epilepsy,0.9985443525345344,515,known_drug | literature,chembl | europepmc
ENSG00000007314,EFO_0003913,4.0,angina pectoris,0.9514707558232331,14,known_drug,chembl
ENSG00000007314,EFO_0004269,4.0,cardiac arrhythmia,0.970381264653934,30,literature | known_drug,europepmc | chembl
ENSG00000007314,HP_0001250,4.0,Seizure,0.9931422188174572,103,genetic_association | literature | known_drug,eva | europepmc | chembl
ENSG00000007314,HP_0004308,4.0,Ventricular arrhythmia,0.9190679877429972,8,known_drug | literature,chembl | europepmc
ENSG00000007314,HP_0012531,4.0,Pain,0.999047266489698,960,known_drug | genetic_association,chembl | eva
ENSG00000007314,MONDO_0005277,4.0,migraine disorder,0.9814552547366356,63,known_drug,chembl
ENSG00000007314,MONDO_0016532,4.0,Lennox-Gastaut syndrome,0.9221828385126004,10,literature | known_drug,europepmc | chembl
ENSG00000010310,EFO_0001073,4.0,obesity,0.7809911979606109,20,genetic_association | known_drug,gwas_credible_sets | chembl
ENSG00000010310,MONDO_0005148,4.0,type 2 diabetes mellitus,0.9521827072911432,284,known_drug | literature | animal_model | genetic_association,chembl | europepmc | impc | gwas_credible_sets
ENSG00000010322,EFO_0000537,4.0,hypertension,0.8071970034954302,4,known_drug | literature,chembl | europepmc
ENSG00000010610,EFO_0000180,4.0,HIV-1 infection,0.968451702349799,3077,known_drug | literature,chembl | europepmc
ENSG00000010610,EFO_0000763,4.0,viral disease,0.8550917537999599,2251,known_drug | literature,chembl | europepmc
ENSG00000010610,EFO_0000764,4.0,HIV infection,0.9709883397775112,9341,literature | known_drug | affected_pathway,europepmc | chembl | reactome
ENSG00000010671,EFO_0000095,4.0,chronic lymphocytic leukemia,0.9643308668710944,1879,affected_pathway | somatic_mutation | known_drug | literature,cancer_biomarkers | cancer_gene_census | chembl | europepmc
ENSG00000010671,EFO_0000616,4.0,neoplasm,0.8530533386513358,571,literature | known_drug,europepmc | chembl
ENSG00000010671,EFO_0004192,4.0,alopecia areata,0.7419795384849834,6,known_drug,chembl
ENSG00000010671,EFO_0009441,4.0,Waldenstrom macroglobulinemia,0.8771024321442356,191,known_drug | literature,chembl | europepmc
ENSG00000010671,EFO_1001469,4.0,Mantle cell lymphoma,0.9717447867220596,794,affected_pathway | somatic_mutation | known_drug | literature,cancer_biomarkers | cancer_gene_census | chembl | europepmc
ENSG00000010810,EFO_0000220,4.0,acute lymphoblastic leukemia,0.903724422098834,48,known_drug | literature,chembl | europepmc
ENSG00000010810,EFO_0000339,4.0,chronic myelogenous leukemia,0.9580573757688562,89,literature | known_drug,europepmc | chembl
ENSG00000010810,EFO_0000616,4.0,neoplasm,0.8424113832966987,363,literature | known_drug,europepmc | chembl
ENSG00000010810,EFO_0004289,4.0,lymphoid leukemia,0.7449206373023215,9,known_drug,chembl
ENSG00000011677,EFO_0000474,4.0,epilepsy,0.995092013329404,161,known_drug | literature,chembl | europepmc
ENSG00000011677,HP_0001250,4.0,Seizure,0.9693551982152095,37,known_drug,chembl
ENSG00000011677,MONDO_0005277,4.0,migraine disorder,0.9790506912711584,49,literature | known_drug,europepmc | chembl
ENSG00000011677,MONDO_0016532,4.0,Lennox-Gastaut syndrome,0.9102798724714009,7,known_drug,chembl
ENSG00000012124,EFO_0000220,4.0,acute lymphoblastic leukemia,0.9052391904970988,595,known_drug | literature,chembl | europepmc
ENSG00000012124,EFO_0000616,4.0,neoplasm,0.8258196240568437,295,literature | known_drug,europepmc | chembl
ENSG00000012124,EFO_1000956,4.0,hairy cell leukemia,0.8201572334132208,125,literature | known_drug,europepmc | chembl
ENSG00000012504,EFO_0004267,4.0,biliary liver cirrhosis,0.865457038266544,7,literature | animal_model | known_drug,europepmc | impc | chembl
ENSG00000012504,EFO_1001486,4.0,primary biliary cirrhosis,0.9488151752027324,316,known_drug | literature | animal_model,chembl | europepmc | impc
ENSG00000012779,EFO_0000685,4.0,rheumatoid arthritis,0.9735305963448936,29,rna_expression | known_drug | literature,expression_atlas | chembl | europepmc
ENSG00000012779,EFO_0000729,4.0,ulcerative colitis,0.9939396708685854,159,rna_expression | known_drug | literature,expression_atlas | chembl | europepmc
ENSG00000012779,EFO_0002609,4.0,juvenile idiopathic arthritis,0.8897742701710087,5,known_drug,chembl
ENSG00000012779,EFO_0005628,4.0,proctitis,0.874457791464516,6,known_drug,chembl
ENSG00000012779,MONDO_0004979,4.0,asthma,0.9131513652036192,10,known_drug,chembl
ENSG00000014257,EFO_0000616,4.0,neoplasm,0.8527819385165095,381,literature | known_drug,europepmc | chembl
ENSG00000014257,MONDO_0008315,4.0,prostate cancer,0.8212808069099428,526,literature | known_drug,europepmc | chembl
ENSG00000015413,EFO_0000465,4.0,endocarditis,0.9190679877429972,7,known_drug,chembl
ENSG00000015413,EFO_0000544,4.0,infection,0.9382126828517292,25,known_drug | literature,chembl | europepmc
ENSG00000015413,EFO_0003103,4.0,urinary tract infection,0.9406447823357732,13,known_drug,chembl
ENSG00000015413,EFO_0003106,4.0,pneumonia,0.9285669064556789,8,known_drug,chembl
ENSG00000015413,HP_0100806,4.0,Sepsis,0.929317438304582,15,known_drug | literature,chembl | europepmc
ENSG00000015520,EFO_0000319,4.0,cardiovascular disease,0.854058335811326,14,literature | known_drug,europepmc | chembl
ENSG00000015520,EFO_0004911,4.0,familial hypercholesterolemia,0.874457791464516,12,animal_model | literature | known_drug | genetic_association,impc | europepmc | chembl | gwas_credible_sets
ENSG00000015520,HP_0003124,4.0,Hypercholesterolemia,0.991106097516771,166,known_drug | genetic_association | literature,chembl | gwas_credible_sets | europepmc
ENSG00000015520,MONDO_0021187,4.0,hyperlipidemia,0.9785148378846648,40,genetic_association | known_drug,gwas_credible_sets | chembl
ENSG00000021461,EFO_0000180,4.0,HIV-1 infection,0.9813121418441004,53,known_drug,chembl
ENSG00000021461,EFO_0000764,4.0,HIV infection,0.9964001533411074,358,known_drug,chembl
ENSG00000021461,EFO_0003047,4.0,hepatitis C virus infection,0.9003289024037544,30,known_drug,chembl
ENSG00000021461,EFO_0004220,4.0,chronic hepatitis C virus infection,0.9310779516768212,53,known_drug,chembl
ENSG00000021826,HP_0001987,4.0,Hyperammonemia,0.7599134970145264,88,literature | known_drug,europepmc | chembl
ENSG00000022355,EFO_0000474,4.0,epilepsy,0.995092013329404,244,genetic_association | known_drug | genetic_literature | literature,eva | chembl | clingen | europepmc
ENSG00000022355,HP_0001250,4.0,Seizure,0.9693551982152095,42,genetic_association | literature | known_drug,eva | europepmc | chembl
ENSG00000022355,MONDO_0005277,4.0,migraine disorder,0.9790506912711584,47,literature | known_drug,europepmc | chembl
ENSG00000022355,MONDO_0016532,4.0,Lennox-Gastaut syndrome,0.9102798724714009,11,literature | animal_model | known_drug,europepmc | impc | chembl
ENSG00000023228,EFO_0000400,4.0,diabetes mellitus,0.9897662699492094,100,literature | known_drug,europepmc | chembl
ENSG00000023228,MONDO_0005148,4.0,type 2 diabetes mellitus,0.9984097546156244,683,known_drug | literature,chembl | europepmc
ENSG00000026751,EFO_0000616,4.0,neoplasm,0.900761029539621,198,literature | known_drug,europepmc | chembl
ENSG00000026751,EFO_0001378,4.0,multiple myeloma,0.9071423132866584,356,literature | known_drug,europepmc | chembl
ENSG00000027075,EFO_0000222,4.0,acute myeloid leukemia,0.821713878702987,34,known_drug | literature,chembl | europepmc
ENSG00000027075,EFO_0007359,4.0,mast-cell leukemia,0.7734230702947845,3,known_drug,chembl
ENSG00000036828,EFO_0003884,4.0,chronic kidney disease,0.9096178023329284,121,known_drug | literature,chembl | europepmc
ENSG00000036828,EFO_0005754,4.0,parathyroid disease,0.7599134970145264,16,literature | known_drug | genetic_association,europepmc | chembl | gene_burden | gwas_credible_sets
ENSG00000036828,EFO_0008506,4.0,hyperparathyroidism,0.7451293126852491,229,literature | genetic_association | animal_model | known_drug,europepmc | gene_burden | impc | chembl | gwas_credible_sets
ENSG00000036828,EFO_1000456,4.0,Parathyroid Gland Carcinoma,0.865457038266544,29,animal_model | literature | known_drug,impc | europepmc | chembl
ENSG00000036828,EFO_1001173,4.0,secondary hyperparathyroidism,0.9642302544964336,178,literature | known_drug,europepmc | chembl
ENSG00000037280,EFO_0000616,4.0,neoplasm,0.9497246997891065,1153,literature | known_drug | genetic_association,europepmc | chembl | eva
ENSG00000037280,EFO_0000681,4.0,renal cell carcinoma,0.9854657093678904,325,known_drug | literature,chembl | europepmc
ENSG00000037280,EFO_0000691,4.0,sarcoma,0.8776863305348561,44,known_drug | literature,chembl | europepmc
ENSG00000037280,EFO_0002892,4.0,thyroid carcinoma,0.8830048521864403,16,somatic_mutation | known_drug | literature,cancer_gene_census | chembl | europepmc
ENSG00000037280,EFO_0003841,4.0,thyroid neoplasm,0.7354273954440582,6,somatic_mutation | known_drug | literature,cancer_gene_census | chembl | europepmc
ENSG00000037280,EFO_0004142,4.0,colorectal neoplasm,0.8878479352684523,34,known_drug | literature,chembl | europepmc
ENSG00000037280,EFO_1001901,4.0,neuroendocrine neoplasm,0.8857330381738904,24,known_drug | literature,chembl | europepmc
ENSG00000037280,MONDO_0002108,4.0,thyroid cancer,0.8804567295192243,57,known_drug | literature,chembl | europepmc
ENSG00000037280,MONDO_0005575,4.0,colorectal cancer,0.9035203363958102,116,literature | genetic_association | known_drug,europepmc | eva | chembl
ENSG00000037280,MONDO_0011719,4.0,gastrointestinal stromal tumor,0.9459646138456874,62,literature | somatic_mutation | known_drug,europepmc | cancer_gene_census | chembl
ENSG00000037280,MONDO_0015277,4.0,medullary thyroid gland carcinoma,0.8063273402298603,26,literature | known_drug,europepmc | chembl
ENSG00000043591,EFO_0000275,4.0,atrial fibrillation,0.9123361307896376,69,literature | known_drug,europepmc | chembl
ENSG00000043591,EFO_0000319,4.0,cardiovascular disease,0.9835011501525842,90,literature | known_drug | genetic_association,europepmc | chembl | gwas_credible_sets
ENSG00000043591,EFO_0000373,4.0,congestive heart failure,0.9792619833910104,36,literature | known_drug,europepmc | chembl
ENSG00000043591,EFO_0000400,4.0,diabetes mellitus,0.7685680673971917,15,literature | known_drug,europepmc | chembl
ENSG00000043591,EFO_0000537,4.0,hypertension,0.9984468655776676,509,genetic_association | known_drug | literature,gwas_credible_sets | chembl | europepmc
ENSG00000043591,EFO_0000612,4.0,myocardial infarction,0.9968880573235134,246,literature | known_drug,europepmc | chembl
ENSG00000043591,EFO_0000712,4.0,stroke,0.9470441550318428,16,known_drug,chembl
ENSG00000043591,EFO_0003144,4.0,heart failure,0.978202245370266,233,known_drug | literature,chembl | europepmc
ENSG00000043591,EFO_0003913,4.0,angina pectoris,0.9903462369977356,72,known_drug | literature,chembl | europepmc
ENSG00000043591,EFO_0004190,4.0,open-angle glaucoma,0.9943803297979228,122,known_drug | literature,chembl | europepmc
ENSG00000043591,EFO_0004269,4.0,cardiac arrhythmia,0.8880329405504501,15,literature | known_drug,europepmc | chembl
ENSG00000043591,EFO_1000635,4.0,hemangioma,0.8513156835637642,32,literature | known_drug,europepmc | chembl
ENSG00000043591,EFO_1001069,4.0,ocular hypertension,0.990819919649964,84,known_drug,chembl
ENSG00000043591,HP_0004308,4.0,Ventricular arrhythmia,0.9556150572418628,23,known_drug | literature,chembl | europepmc
ENSG00000043591,MONDO_0005041,4.0,glaucoma,0.991570060077548,96,known_drug | literature,chembl | europepmc
ENSG00000043591,MONDO_0005277,4.0,migraine disorder,0.9877493192468098,57,literature | known_drug,europepmc | chembl
ENSG00000043591,MONDO_0021661,4.0,coronary atherosclerosis,0.8274613634158176,3,known_drug,chembl
ENSG00000044524,EFO_0000616,4.0,neoplasm,0.933179393994226,186,literature | somatic_mutation | known_drug | genetic_association,europepmc | cancer_gene_census | chembl | eva
ENSG00000044524,MONDO_0002108,4.0,thyroid cancer,0.7757534716856291,6,known_drug,chembl
ENSG00000044524,MONDO_0015277,4.0,medullary thyroid gland carcinoma,0.7935602610177124,8,somatic_mutation | known_drug,cancer_gene_census | chembl
ENSG00000047936,EFO_0000616,4.0,neoplasm,0.9436315811523108,813,literature | somatic_mutation | known_drug | genetic_association,europepmc | cancer_gene_census | chembl | eva
ENSG00000047936,EFO_0003060,4.0,non-small cell lung carcinoma,0.9767758504715992,1573,affected_pathway | somatic_mutation | known_drug | literature,cancer_biomarkers | cancer_gene_census | chembl | europepmc
ENSG00000048462,EFO_0000616,4.0,neoplasm,0.8595810446918075,432,literature | known_drug,europepmc | chembl
ENSG00000048462,EFO_0001378,4.0,multiple myeloma,0.967733261140343,1274,literature | somatic_mutation | known_drug,europepmc | cancer_gene_census | chembl
ENSG00000050628,MONDO_0005178,4.0,osteoarthritis,0.959987747695432,15,known_drug,chembl
ENSG00000050628,MP_0001914,4.0,hemorrhage,0.97562669550419,28,known_drug,chembl
ENSG00000055118,EFO_0000275,4.0,atrial fibrillation,0.9583047982859012,166,genetic_association | animal_model | literature | known_drug | genetic_literature,eva | impc | europepmc | chembl | genomics_england | gwas_credible_sets
ENSG00000055118,EFO_0003911,4.0,atrial flutter,0.8406948509635964,16,known_drug | genetic_association | literature,chembl | gwas_credible_sets | europepmc
ENSG00000055118,EFO_0004269,4.0,cardiac arrhythmia,0.9302170388819292,975,literature | known_drug | genetic_association,europepmc | chembl | eva | gwas_credible_sets
ENSG00000055118,EFO_0004287,4.0,ventricular fibrillation,0.9596403850509244,21,literature | known_drug | genetic_literature,europepmc | chembl | genomics_england
ENSG00000055118,EFO_0005306,4.0,ventricular tachycardia,0.941593100008788,27,literature | known_drug | genetic_association,europepmc | chembl | eva
ENSG00000055118,HP_0004308,4.0,Ventricular arrhythmia,0.9480201027187082,95,known_drug | literature,chembl | europepmc
ENSG00000057593,MONDO_0002244,4.0,factor VII deficiency,0.9926373113417722,258,known_drug | genetic_literature | literature | genetic_association | animal_model,chembl | clingen | europepmc | eva | genomics_england | impc | uniprot_literature | uniprot_variants
ENSG00000057593,MONDO_0010602,4.0,hemophilia A,0.891728917178916,127,literature | known_drug,europepmc | chembl
ENSG00000057593,MONDO_0010604,4.0,hemophilia B,0.8475380295333027,27,literature | animal_model | known_drug,europepmc | impc | chembl
ENSG00000064989,MONDO_0005277,4.0,migraine disorder,0.9887459260032996,181,literature | known_drug,europepmc | chembl
ENSG00000065325,MONDO_0015183,4.0,short bowel syndrome,0.9064638914006208,36,literature | known_drug,europepmc | chembl
ENSG00000065361,EFO_0000616,4.0,neoplasm,0.9815801861363432,1545,literature | somatic_mutation | known_drug | genetic_association,europepmc | cancer_gene_census | chembl | eva
ENSG00000065361,MONDO_0002108,4.0,thyroid cancer,0.7757534716856291,30,known_drug | literature,chembl | europepmc
ENSG00000065361,MONDO_0015277,4.0,medullary thyroid gland carcinoma,0.7935602610177124,8,literature | known_drug,europepmc | chembl
ENSG00000065518,EFO_0000400,4.0,diabetes mellitus,0.9897662699492094,100,known_drug | genetic_association,chembl | gwas_credible_sets
ENSG00000065518,MONDO_0005148,4.0,type 2 diabetes mellitus,0.9984097546156244,683,known_drug | literature,chembl | europepmc
ENSG00000065675,EFO_0000222,4.0,acute myeloid leukemia,0.821713878702987,32,known_drug,chembl
ENSG00000065675,EFO_0007359,4.0,mast-cell leukemia,0.7734230702947845,3,known_drug,chembl
ENSG00000065989,EFO_0000712,4.0,stroke,0.9015951467912348,7,known_drug | literature,chembl | europepmc
ENSG00000065989,EFO_0001645,4.0,coronary artery disease,0.912179656213937,8,known_drug,chembl
ENSG00000065989,HP_0006536,4.0,Airway obstruction,0.9285669064556789,12,known_drug | literature,chembl | europepmc
ENSG00000066230,EFO_0000555,4.0,irritable bowel syndrome,0.8769431938535948,29,literature | known_drug,europepmc | chembl
ENSG00000066468,EFO_0000616,4.0,neoplasm,0.9812842787412136,1096,literature | known_drug | genetic_association,europepmc | chembl | eva
ENSG00000066468,EFO_0004142,4.0,colorectal neoplasm,0.8272891618477047,20,known_drug | literature,chembl | europepmc
ENSG00000066468,EFO_0005221,4.0,cholangiocarcinoma,0.9121346342603232,326,somatic_mutation | literature | affected_pathway | known_drug,intogen | europepmc | cancer_biomarkers | chembl
ENSG00000066468,EFO_1001898,4.0,mucositis,0.8508160382240639,5,known_drug,chembl
ENSG00000066468,MONDO_0005575,4.0,colorectal cancer,0.8414141253724263,88,literature | genetic_association | known_drug | rna_expression,europepmc | gwas_credible_sets | eva | chembl | expression_atlas
ENSG00000067606,EFO_0000222,4.0,acute myeloid leukemia,0.821713878702987,35,known_drug | literature,chembl | europepmc
ENSG00000067606,EFO_0007359,4.0,mast-cell leukemia,0.7734230702947845,3,known_drug,chembl
ENSG00000068078,EFO_0000616,4.0,neoplasm,0.9819287857171412,1333,literature | known_drug | genetic_association,europepmc | chembl | eva
ENSG00000068078,EFO_0000681,4.0,renal cell carcinoma,0.900753669443534,56,somatic_mutation | known_drug | literature,cancer_gene_census | chembl | europepmc
ENSG00000068078,EFO_0000691,4.0,sarcoma,0.873536791749372,27,somatic_mutation | known_drug | literature,cancer_gene_census | chembl | europepmc
ENSG00000068078,EFO_0005221,4.0,cholangiocarcinoma,0.9116960409117232,58,literature | known_drug,europepmc | chembl
ENSG00000069535,MONDO_0002009,4.0,major depressive disorder,0.907901911868498,40,known_drug | literature,chembl | europepmc
ENSG00000069535,MONDO_0005180,4.0,Parkinson disease,0.989794529178472,1122,known_drug | literature,chembl | europepmc
ENSG00000069696,EFO_0000319,4.0,cardiovascular disease,0.7599134970145264,4,literature | known_drug,europepmc | chembl
ENSG00000069696,EFO_0000677,4.0,mental or behavioural disorder,0.9200178796142654,27,known_drug | literature,chembl | europepmc
ENSG00000069696,EFO_0004216,4.0,conduct disorder,0.7599134970145264,9,literature | known_drug,europepmc | chembl
ENSG00000069696,EFO_0004895,4.0,Tourette syndrome,0.8622991755122835,15,literature | known_drug,europepmc | chembl
ENSG00000069696,EFO_0005407,4.0,psychosis,0.9555750799331764,31,literature | known_drug,europepmc | chembl
ENSG00000069696,EFO_0005411,4.0,schizoaffective disorder,0.9804801485603026,41,literature | known_drug,europepmc | chembl
ENSG00000069696,EFO_0009963,4.0,bipolar I disorder,0.9470663757219994,13,known_drug,chembl
ENSG00000069696,HP_0000713,4.0,Agitation,0.9804161004729568,34,known_drug,chembl
ENSG00000069696,HP_0002017,4.0,Nausea and vomiting,0.8147961384655754,4,known_drug,chembl
ENSG00000069696,HP_0100033,4.0,Tics,0.7599134970145264,7,known_drug | literature,chembl | europepmc
ENSG00000069696,MONDO_0002009,4.0,major depressive disorder,0.9664477657130112,44,known_drug | literature,chembl | europepmc
ENSG00000069696,MONDO_0004985,4.0,bipolar disorder,0.995418853008823,158,known_drug | literature,chembl | europepmc
ENSG00000069696,MONDO_0005090,4.0,schizophrenia,0.9977500077059832,473,known_drug | literature,chembl | europepmc
ENSG00000070019,EFO_0000555,4.0,irritable bowel syndrome,0.9177045504434052,52,literature | known_drug,europepmc | chembl
ENSG00000070019,HP_0002019,4.0,Constipation,0.929103252898623,31,literature | known_drug,europepmc | chembl
ENSG00000070886,MONDO_0002108,4.0,thyroid cancer,0.7757534716856291,10,known_drug | literature,chembl | europepmc
ENSG00000070886,MONDO_0015277,4.0,medullary thyroid gland carcinoma,0.7935602610177124,8,literature | known_drug,europepmc | chembl
ENSG00000070915,EFO_0000319,4.0,cardiovascular disease,0.9677174634045366,29,literature | known_drug,europepmc | chembl
ENSG00000070915,EFO_0000373,4.0,congestive heart failure,0.9953476285272772,131,literature | known_drug,europepmc | chembl
ENSG00000070915,EFO_0000537,4.0,hypertension,0.9991678756786552,800,genetic_association | known_drug | literature,gwas_credible_sets | chembl | europepmc
ENSG00000070915,EFO_0000612,4.0,myocardial infarction,0.977651762395942,29,literature | known_drug,europepmc | chembl
ENSG00000070915,EFO_0000668,4.0,preeclampsia,0.9456684879483328,13,known_drug | literature,chembl | europepmc
ENSG00000070915,EFO_0001422,4.0,cirrhosis of liver,0.7599134970145264,3,literature | known_drug,europepmc | chembl
ENSG00000070915,EFO_0003144,4.0,heart failure,0.9527148382329692,20,known_drug | literature,chembl | europepmc
ENSG00000070915,EFO_0003884,4.0,chronic kidney disease,0.9948495494927522,138,known_drug | rna_expression | literature,chembl | expression_atlas | europepmc
ENSG00000070915,EFO_0003913,4.0,angina pectoris,0.9513974960387728,12,known_drug,chembl
ENSG00000070915,EFO_0004255,4.0,nephrotic syndrome,0.9944030701133056,115,literature | animal_model | known_drug,europepmc | impc | chembl
ENSG00000070915,EFO_0009373,4.0,edema,0.9360722249447112,9,known_drug,chembl
ENSG00000070915,MONDO_0002462,4.0,glomerulonephritis,0.9066612367713316,6,known_drug,chembl
ENSG00000073417,EFO_0000712,4.0,stroke,0.9015951467912348,6,known_drug,chembl
ENSG00000073417,EFO_0001645,4.0,coronary artery disease,0.912179656213937,9,literature | known_drug,europepmc | chembl
ENSG00000073756,EFO_0000616,4.0,neoplasm,0.994744008206857,6901,literature | known_drug,europepmc | chembl
ENSG00000073756,EFO_0000685,4.0,rheumatoid arthritis,0.9989674671435044,611,rna_expression | known_drug | literature,expression_atlas | chembl | europepmc
ENSG00000073756,EFO_0000712,4.0,stroke,0.9771113055585248,45,known_drug | literature,chembl | europepmc
ENSG00000073756,EFO_0000729,4.0,ulcerative colitis,0.9939719524085774,445,rna_expression | known_drug | literature | animal_model,expression_atlas | chembl | europepmc | impc
ENSG00000073756,EFO_0002609,4.0,juvenile idiopathic arthritis,0.9969474563580978,206,literature | known_drug,europepmc | chembl
ENSG00000073756,EFO_0003898,4.0,ankylosing spondylitis,0.9955664152962812,179,known_drug | literature,chembl | europepmc
ENSG00000073756,EFO_0004142,4.0,colorectal neoplasm,0.7733217484951826,143,known_drug | literature,chembl | europepmc
ENSG00000073756,EFO_0005628,4.0,proctitis,0.874457791464516,7,animal_model | known_drug,impc | chembl
ENSG00000073756,EFO_0005755,4.0,rheumatic disease,0.9854906009484364,76,literature | known_drug,europepmc | chembl
ENSG00000073756,EFO_0005856,4.0,arthritis,0.976168709488724,26,known_drug | literature,chembl | europepmc
ENSG00000073756,EFO_0007214,4.0,common cold,0.992299358623683,83,literature | known_drug,europepmc | chembl
ENSG00000073756,EFO_0007328,4.0,influenza,0.9352264693674784,53,literature | known_drug,europepmc | chembl
ENSG00000073756,EFO_0009846,4.0,muscle cramp,0.9652766185441606,17,known_drug,chembl
ENSG00000073756,EFO_0010072,4.0,toothache,0.9866209392488012,70,known_drug,chembl
ENSG00000073756,HP_0001945,4.0,Fever,0.9943211292328348,143,literature | known_drug,europepmc | chembl
ENSG00000073756,HP_0002315,4.0,Headache,0.9961082485454612,171,known_drug | literature,chembl | europepmc
ENSG00000073756,HP_0002829,4.0,Arthralgia,0.9646455485120377,19,known_drug | literature,chembl | europepmc
ENSG00000073756,HP_0003326,4.0,Myalgia,0.9671529481664186,21,known_drug | literature,chembl | europepmc
ENSG00000073756,HP_0003418,4.0,Back pain,0.9848427660857144,44,known_drug,chembl
ENSG00000073756,HP_0004398,4.0,Peptic ulcer,0.8170421050234183,61,known_drug | literature,chembl | europepmc
ENSG00000073756,HP_0012531,4.0,Pain,0.9995795355638912,1707,known_drug | literature,chembl | europepmc
ENSG00000073756,HP_0100607,4.0,Dysmenorrhea,0.998125619765096,355,known_drug | literature,chembl | europepmc
ENSG00000073756,MONDO_0002258,4.0,pharyngitis,0.987320118924156,59,known_drug | literature,chembl | europepmc
ENSG00000073756,MONDO_0003937,4.0,spondylitis,0.9652766185441606,18,known_drug | literature,chembl | europepmc
ENSG00000073756,MONDO_0005178,4.0,osteoarthritis,0.9994126434716462,1626,known_drug | rna_expression | literature,chembl | expression_atlas | europepmc
ENSG00000073756,MONDO_0005277,4.0,migraine disorder,0.9969821860636556,298,literature | known_drug,europepmc | chembl
ENSG00000073756,MP_0001914,4.0,hemorrhage,0.9714023466739076,39,literature | known_drug,europepmc | chembl
ENSG00000073756,Orphanet_733,4.0,Familial adenomatous polyposis,0.870739818367762,146,known_drug | literature,chembl | europepmc
ENSG00000074410,EFO_0000474,4.0,epilepsy,0.8109965709805028,4,known_drug,chembl
ENSG00000074410,EFO_0003144,4.0,heart failure,0.9219952055503746,9,known_drug | genetic_association,chembl | gwas_credible_sets
ENSG00000074410,EFO_0009373,4.0,edema,0.9741405848000252,23,known_drug,chembl
ENSG00000074410,EFO_1000782,4.0,altitude sickness,0.981886295688756,37,known_drug,chembl
ENSG00000074410,HP_0001250,4.0,Seizure,0.9741405848000252,23,known_drug,chembl
ENSG00000074410,MONDO_0001744,4.0,angle-closure glaucoma,0.9786773616146388,28,known_drug,chembl
ENSG00000074410,MONDO_0005041,4.0,glaucoma,0.9827335191199522,41,known_drug | literature,chembl | europepmc
ENSG00000074803,EFO_0000319,4.0,cardiovascular disease,0.865457038266544,5,literature | known_drug,europepmc | chembl
ENSG00000074803,EFO_0000373,4.0,congestive heart failure,0.9945582341200264,114,literature | known_drug,europepmc | chembl
ENSG00000074803,EFO_0000537,4.0,hypertension,0.992424094356004,91,known_drug | literature,chembl | europepmc
ENSG00000074803,EFO_0001422,4.0,cirrhosis of liver,0.9797379675312016,31,literature | known_drug,europepmc | chembl
ENSG00000074803,EFO_0003086,4.0,kidney disease,0.9761897862216532,48,known_drug | literature | animal_model,chembl | europepmc | impc
ENSG00000074803,EFO_0003144,4.0,heart failure,0.9798623535417548,54,known_drug | literature,chembl | europepmc
ENSG00000074803,EFO_0004255,4.0,nephrotic syndrome,0.991954133440882,95,literature | animal_model | known_drug,europepmc | impc | chembl
ENSG00000074966,EFO_0004192,4.0,alopecia areata,0.7419795384849834,6,known_drug,chembl
ENSG00000077238,EFO_0000274,4.0,atopic eczema,0.9785475011991106,186,animal_model | literature | known_drug | rna_expression | genetic_association,impc | europepmc | chembl | expression_atlas | gwas_credible_sets
ENSG00000077238,MONDO_0004979,4.0,asthma,0.9564795521667018,96,known_drug | literature | genetic_association,chembl | europepmc | gwas_credible_sets
ENSG00000077782,EFO_0000616,4.0,neoplasm,0.9765124390524126,1782,literature | known_drug,europepmc | chembl
