drugId,targetId,max_phase,statuses,mechanisms,target_name
CHEMBL220492,ENSG00000007314,4.0,Completed | Unknown status | Recruiting | Enrolling by invitation,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000011677,4.0,Completed | Unknown status | Recruiting | Enrolling by invitation,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000022355,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000094755,4.0,Completed | Recruiting | Unknown status | Enrolling by invitation,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000102287,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000104267,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,Carbonic anhydrase II inhibitor,Carbonic anhydrase 2
CHEMBL220492,ENSG00000105737,4.0,Unknown status | Completed | Enrolling by invitation | Recruiting,Glutamate receptor ionotropic kainate antagonist,Glutamate receptor ionotropic kainate
CHEMBL220492,ENSG00000109158,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000113327,4.0,Unknown status | Recruiting | Completed | Enrolling by invitation,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000120251,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,Glutamate receptor ionotropic AMPA antagonist,Glutamate receptor ionotropic AMPA
CHEMBL220492,ENSG00000125675,4.0,Unknown status | Completed | Enrolling by invitation | Recruiting,Glutamate receptor ionotropic AMPA antagonist,Glutamate receptor ionotropic AMPA
CHEMBL220492,ENSG00000136531,4.0,Completed | Unknown status | Recruiting | Enrolling by invitation,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000136546,4.0,Unknown status | Completed | Recruiting | Enrolling by invitation,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000144285,4.0,Enrolling by invitation | Completed | Unknown status | Recruiting,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000145863,4.0,Unknown status | Completed | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000145864,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000149403,4.0,Enrolling by invitation | Recruiting | Completed | Unknown status,Glutamate receptor ionotropic kainate antagonist,Glutamate receptor ionotropic kainate
CHEMBL220492,ENSG00000151834,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000152578,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,Glutamate receptor ionotropic AMPA antagonist,Glutamate receptor ionotropic AMPA
CHEMBL220492,ENSG00000153253,4.0,Completed | Enrolling by invitation | Recruiting | Unknown status,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000155511,4.0,Unknown status | Completed | Recruiting | Enrolling by invitation,Glutamate receptor ionotropic AMPA antagonist,Glutamate receptor ionotropic AMPA
CHEMBL220492,ENSG00000163285,4.0,Completed | Recruiting | Unknown status | Enrolling by invitation,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000163288,4.0,Enrolling by invitation | Completed | Unknown status | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000163873,4.0,Unknown status | Completed | Enrolling by invitation | Recruiting,Glutamate receptor ionotropic kainate antagonist,Glutamate receptor ionotropic kainate
CHEMBL220492,ENSG00000164418,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,Glutamate receptor ionotropic kainate antagonist,Glutamate receptor ionotropic kainate
CHEMBL220492,ENSG00000166206,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000167434,4.0,Recruiting | Completed | Unknown status | Enrolling by invitation,Carbonic anhydrase IV inhibitor,Carbonic anhydrase 4
CHEMBL220492,ENSG00000168356,4.0,Completed | Enrolling by invitation | Unknown status | Recruiting,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000169432,4.0,Unknown status | Completed | Recruiting | Enrolling by invitation,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000171189,4.0,Enrolling by invitation | Recruiting | Completed | Unknown status,Glutamate receptor ionotropic kainate antagonist,Glutamate receptor ionotropic kainate
CHEMBL220492,ENSG00000182256,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000183873,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000185313,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000186297,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000187730,4.0,Completed | Unknown status | Enrolling by invitation | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL220492,ENSG00000196876,4.0,Unknown status | Recruiting | Completed | Enrolling by invitation,Sodium channel alpha subunit blocker,Sodium channel alpha subunit
CHEMBL220492,ENSG00000268089,4.0,Enrolling by invitation | Completed | Unknown status | Recruiting,GABA-A receptor; anion channel positive modulator,GABA-A receptor; anion channel
CHEMBL2216870,ENSG00000171608,4.0,,PI3-kinase p110-delta subunit inhibitor,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
CHEMBL2218894,ENSG00000113161,4.0,,HMG-CoA reductase inhibitor,3-hydroxy-3-methylglutaryl-coenzyme A reductase
CHEMBL2218896,ENSG00000118432,4.0,Terminated,Cannabinoid CB1 receptor agonist,Cannabinoid receptor 1
CHEMBL2218917,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 agonist,Muscarinic acetylcholine receptor M3
CHEMBL2218917,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 agonist,Muscarinic acetylcholine receptor M1
CHEMBL2219416,ENSG00000112038,4.0,,Mu opioid receptor antagonist,Mu-type opioid receptor
CHEMBL2219418,ENSG00000112038,4.0,Terminated | Completed,Mu opioid receptor antagonist,Mu-type opioid receptor
CHEMBL2219425,ENSG00000102468,4.0,Completed | Recruiting,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL2219425,ENSG00000149295,4.0,Completed | Recruiting,Dopamine D2 receptor partial agonist,D(2) dopamine receptor
CHEMBL2219425,ENSG00000178394,4.0,Completed | Recruiting,Serotonin 1a (5-HT1a) receptor partial agonist,5-hydroxytryptamine receptor 1A
CHEMBL2220442,ENSG00000113161,4.0,,HMG-CoA reductase inhibitor,3-hydroxy-3-methylglutaryl-coenzyme A reductase
CHEMBL22242,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL225071,ENSG00000176890,4.0,,Thymidylate synthase inhibitor,Thymidylate synthase
CHEMBL225072,ENSG00000159131,4.0,Completed,GAR transformylase inhibitor,Trifunctional purine biosynthetic protein adenosine-3
CHEMBL225072,ENSG00000176890,4.0,Completed,Thymidylate synthase inhibitor,Thymidylate synthase
CHEMBL225072,ENSG00000228716,4.0,Completed,Dihydrofolate reductase inhibitor,Dihydrofolate reductase
CHEMBL227529,ENSG00000197635,4.0,,Dipeptidyl peptidase IV inhibitor,Dipeptidyl peptidase 4
CHEMBL2311030,ENSG00000069696,4.0,,Dopamine receptor agonist,Dopamine receptor
CHEMBL2311030,ENSG00000120907,4.0,,Adrenergic receptor alpha antagonist,Adrenergic receptor alpha
CHEMBL2311030,ENSG00000135312,4.0,,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL2311030,ENSG00000149295,4.0,,Dopamine receptor agonist,Dopamine receptor
CHEMBL2311030,ENSG00000150594,4.0,,Adrenergic receptor alpha antagonist,Adrenergic receptor alpha
CHEMBL2311030,ENSG00000170214,4.0,,Adrenergic receptor alpha antagonist,Adrenergic receptor alpha
CHEMBL2311030,ENSG00000171873,4.0,,Adrenergic receptor alpha antagonist,Adrenergic receptor alpha
CHEMBL2311030,ENSG00000178394,4.0,,Serotonin 1a (5-HT1a) receptor agonist,5-hydroxytryptamine receptor 1A
CHEMBL2311030,ENSG00000184160,4.0,,Adrenergic receptor alpha antagonist,Adrenergic receptor alpha
CHEMBL2311030,ENSG00000184845,4.0,,Dopamine receptor agonist,Dopamine receptor
CHEMBL2311030,ENSG00000274286,4.0,,Adrenergic receptor alpha antagonist,Adrenergic receptor alpha
CHEMBL231779,ENSG00000126218,4.0,Unknown status | Terminated | Recruiting | Completed,Coagulation factor X inhibitor,Coagulation factor X
CHEMBL232201,ENSG00000198668,4.0,,Calmodulin inhibitor,Calmodulin-1
CHEMBL2336071,ENSG00000170989,4.0,,Sphingosine 1-phosphate receptor Edg-1 agonist,Sphingosine 1-phosphate receptor 1
CHEMBL2356097,ENSG00000043591,4.0,Completed | Terminated,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL2360464,ENSG00000159131,4.0,,GAR transformylase inhibitor,Trifunctional purine biosynthetic protein adenosine-3
CHEMBL2360464,ENSG00000176890,4.0,,Thymidylate synthase inhibitor,Thymidylate synthase
CHEMBL2360464,ENSG00000228716,4.0,,Dihydrofolate reductase inhibitor,Dihydrofolate reductase
CHEMBL2364607,ENSG00000126934,4.0,,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,Dual specificity mitogen-activated protein kinase kinase 2
CHEMBL2364607,ENSG00000169032,4.0,,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,Dual specificity mitogen-activated protein kinase kinase 1
CHEMBL2364612,ENSG00000122420,4.0,Withdrawn,Prostanoid FP receptor agonist,Prostaglandin F2-alpha receptor
CHEMBL2364629,ENSG00000064989,4.0,,Calcitonin gene-related peptide type 1 receptor antagonist,Calcitonin gene-related peptide type 1 receptor
CHEMBL2364638,ENSG00000064989,4.0,Completed | Recruiting,Calcitonin gene-related peptide type 1 receptor antagonist,Calcitonin gene-related peptide type 1 receptor
CHEMBL2364649,ENSG00000141736,4.0,,Receptor protein-tyrosine kinase erbB-2 inhibitor,Receptor tyrosine-protein kinase erbB-2
CHEMBL2364653,ENSG00000142166,4.0,,Interferon-alpha/beta receptor alpha chain antagonist,Interferon alpha/beta receptor 1
CHEMBL2364655,ENSG00000169174,4.0,Completed | Recruiting | Withdrawn | Terminated,Subtilisin/kexin type 9 inhibitor,Proprotein convertase subtilisin/kexin type 9
CHEMBL2368861,ENSG00000082556,4.0,Completed,Kappa opioid receptor agonist,Kappa-type opioid receptor
CHEMBL2368861,ENSG00000112038,4.0,Completed,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL2368924,ENSG00000166736,4.0,,Serotonin 3a (5-HT3a) receptor antagonist,5-hydroxytryptamine receptor 3A
CHEMBL2368925,ENSG00000166736,4.0,"Active, not recruiting",Serotonin 3a (5-HT3a) receptor antagonist,5-hydroxytryptamine receptor 3A
CHEMBL237500,ENSG00000197635,4.0,Completed | Unknown status | Withdrawn | Terminated,Dipeptidyl peptidase IV inhibitor,Dipeptidyl peptidase 4
CHEMBL238804,ENSG00000160013,4.0,Completed | Recruiting,Prostanoid IP receptor agonist,Prostacyclin receptor
CHEMBL2396661,ENSG00000121879,4.0,Recruiting,PI3-kinase p110-alpha subunit inhibitor,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
CHEMBL24,ENSG00000043591,4.0,Completed | Recruiting | Unknown status,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL2403108,ENSG00000143924,4.0,"Active, not recruiting",EML4-ALK inhibitor,EML4-ALK
CHEMBL2403108,ENSG00000171094,4.0,"Active, not recruiting",NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)
CHEMBL2403108,ENSG00000181163,4.0,"Active, not recruiting",NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)
CHEMBL24072,ENSG00000183873,4.0,,Sodium channel protein type V alpha subunit blocker,Sodium channel protein type 5 subunit alpha
CHEMBL24072,ENSG00000198668,4.0,,Calmodulin inhibitor,Calmodulin-1
CHEMBL2443262,ENSG00000112038,4.0,,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL24441,ENSG00000196639,4.0,,Histamine H1 receptor agonist,Histamine H1 receptor
CHEMBL2448612,ENSG00000120907,4.0,,Adrenergic receptor alpha agonist,Adrenergic receptor alpha
CHEMBL2448612,ENSG00000150594,4.0,,Adrenergic receptor alpha agonist,Adrenergic receptor alpha
CHEMBL2448612,ENSG00000170214,4.0,,Adrenergic receptor alpha agonist,Adrenergic receptor alpha
CHEMBL2448612,ENSG00000171873,4.0,,Adrenergic receptor alpha agonist,Adrenergic receptor alpha
CHEMBL2448612,ENSG00000179546,4.0,,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL2448612,ENSG00000184160,4.0,,Adrenergic receptor alpha agonist,Adrenergic receptor alpha
CHEMBL2448612,ENSG00000274286,4.0,,Adrenergic receptor alpha agonist,Adrenergic receptor alpha
CHEMBL2448613,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor inverse agonist,5-hydroxytryptamine receptor 2A
CHEMBL24778,ENSG00000120907,4.0,Completed,Alpha-1a adrenergic receptor antagonist,Alpha-1A adrenergic receptor
CHEMBL24828,ENSG00000037280,4.0,"Active, not recruiting",Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL24828,ENSG00000044524,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000065361,4.0,"Active, not recruiting",Epidermal growth factor receptor inhibitor,Epidermal growth factor receptor
CHEMBL24828,ENSG00000070886,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000080224,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000101213,4.0,"Active, not recruiting",Tyrosine-protein kinase BRK inhibitor,Protein-tyrosine kinase 6
CHEMBL24828,ENSG00000102755,4.0,"Active, not recruiting",Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL24828,ENSG00000106123,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000116106,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000120156,4.0,"Active, not recruiting",Tyrosine-protein kinase TIE-2 inhibitor,Angiopoietin-1 receptor
CHEMBL24828,ENSG00000128052,4.0,"Active, not recruiting",Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL24828,ENSG00000133216,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000135333,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000141736,4.0,"Active, not recruiting",Epidermal growth factor receptor inhibitor,Epidermal growth factor receptor
CHEMBL24828,ENSG00000142627,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000145242,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000146648,4.0,"Active, not recruiting",Epidermal growth factor receptor inhibitor,Epidermal growth factor receptor
CHEMBL24828,ENSG00000146904,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000154928,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000165731,4.0,"Active, not recruiting",Tyrosine-protein kinase receptor RET inhibitor,Proto-oncogene tyrosine-protein kinase receptor Ret
CHEMBL24828,ENSG00000178568,4.0,"Active, not recruiting",Epidermal growth factor receptor inhibitor,Epidermal growth factor receptor
CHEMBL24828,ENSG00000182580,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000183317,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000196411,4.0,"Active, not recruiting",Ephrin receptor inhibitor,Ephrin receptor
CHEMBL24828,ENSG00000197122,4.0,"Active, not recruiting",Tyrosine-protein kinase SRC inhibitor,Proto-oncogene tyrosine-protein kinase Src
CHEMBL254328,ENSG00000169083,4.0,,Androgen Receptor antagonist,Androgen receptor
CHEMBL256087,ENSG00000104321,4.0,,Transient receptor potential cation channel subfamily A member 1 opener,Transient receptor potential cation channel subfamily A member 1
CHEMBL256087,ENSG00000144481,4.0,,Transient receptor potential cation channel subfamily M member 8 opener,Transient receptor potential cation channel subfamily M member 8
CHEMBL259571,ENSG00000106546,4.0,Completed | Recruiting,Aryl hydrocarbon receptor agonist,Aryl hydrocarbon receptor
CHEMBL26,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL260538,ENSG00000082175,4.0,Terminated | Unknown status,Progesterone receptor modulator,Progesterone receptor
CHEMBL27,ENSG00000043591,4.0,Recruiting,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL27,ENSG00000169252,4.0,Recruiting,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL270190,ENSG00000112038,4.0,Completed,Mu opioid receptor antagonist,Mu-type opioid receptor
CHEMBL271227,ENSG00000148795,4.0,"Unknown status | Completed | Active, not recruiting",Cytochrome P450 17A1 inhibitor,"Steroid 17-alpha-hydroxylase/17,20 lyase"
CHEMBL277062,ENSG00000151834,4.0,,GABA receptor alpha-2 subunit positive allosteric modulator,Gamma-aminobutyric acid receptor subunit alpha-2
CHEMBL277474,ENSG00000095303,4.0,,Cyclooxygenase-1 inhibitor,Prostaglandin G/H synthase 1
CHEMBL278020,ENSG00000087085,4.0,,Acetylcholinesterase inhibitor,Acetylcholinesterase
CHEMBL27810,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL27810,ENSG00000150594,4.0,,Adrenergic receptor alpha-2 antagonist,Adrenergic receptor alpha-2
